Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'10.1747;None;None;133.381
2;17;Скотт Маклафлин;None;Ford Mustang GT;1;1'10.2373;0.0626;0.0626;133.262
3;88;Джейми Уинкап;None;Holden Commodore ZB;1;1'10.2817;0.1070;0.0444;133.178
4;6;Кэмерон Уотерс;None;Ford Mustang GT;1;1'10.3294;0.1547;0.0477;133.088
5;99;Антон де Паскуале;None;Holden Commodore ZB;1;1'10.3687;0.1940;0.0393;133.013
6;12;Фабиан Култхард;None;Ford Mustang GT;1;1'10.4593;0.2846;0.0906;132.842
7;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1;1'10.5481;0.3734;0.0888;132.675
8;22;Джеймс Кортни;None;Holden Commodore ZB;1;1'10.5553;0.3806;0.0072;132.661
9;14;Тим Слейд;None;Holden Commodore ZB;1;1'10.7821;0.6074;0.2268;132.236
10;5;Ли Холдсуорт;None;Ford Mustang GT;1;1'10.8043;0.6296;0.0222;132.195
