Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;1;Джейми Уинкап;None;Holden Commodore ZB;14;1'29.9856;None;None;177.828
2;17;Скотт Маклафлин;None;Ford Falcon FG X;18;1'30.2052;0.2196;0.2196;177.395
3;12;Фабиан Култхард;None;Ford Falcon FG X;15;1'30.2991;0.3135;0.0939;177.211
4;5;Марк Винтерботтом;None;Ford Falcon FG X;16;1'30.5408;0.5552;0.2417;176.738
5;8;Ник Перкат;None;Holden Commodore ZB;14;1'30.5782;0.5926;0.0374;176.665
6;25;Джеймс Кортни;None;Holden Commodore ZB;13;1'30.5862;0.6006;0.0080;176.649
7;55;Час Мостер;None;Ford Falcon FG X;15;1'30.6187;0.6331;0.0325;176.586
8;97;Шейн ван Гисберген;None;Holden Commodore ZB;14;1'30.6213;0.6357;0.0026;176.581
9;230;Уилл Дэвисон;None;Ford Falcon FG X;14;1'30.7332;0.7476;0.1119;176.363
10;2;Скотт Пай;None;Holden Commodore ZB;12;1'30.7543;0.7687;0.0211;176.322
11;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'30.7867;0.8011;0.0324;176.259
12;99;Антон де Паскуале;None;Holden Commodore ZB;16;1'30.8101;0.8245;0.0234;176.213
13;33;Гарт Тандер;None;Holden Commodore ZB;19;1'30.8807;0.8951;0.0706;176.076
14;14;Тим Слейд;None;Holden Commodore ZB;17;1'30.9000;0.9144;0.0193;176.039
15;35;Тодд Хазелвуд;None;Ford Falcon FG X;19;1'30.9572;0.9716;0.0572;175.928
16;23;Майкл Карузо;None;Nissan Altima;14;1'31.0409;1.0553;0.0837;175.767
17;21;Тим Бланкард;None;Holden Commodore ZB;19;1'31.1842;1.1986;0.1433;175.490
18;56;Ричи Стэнэвей;None;Ford Falcon FG X;15;1'31.2240;1.2384;0.0398;175.414
19;888;Крэг Лаундес;None;Holden Commodore ZB;14;1'31.2627;1.2771;0.0387;175.339
20;78;Симона де Сильвестро;None;Nissan Altima;18;1'31.3815;1.3959;0.1188;175.112
21;19;Джек ЛеБрок;None;Holden Commodore ZB;15;1'31.4107;1.4251;0.0292;175.056
22;15;Рик Келли;None;Nissan Altima;14;1'31.4147;1.4291;0.0040;175.048
23;6;Кэмерон Уотерс;None;Ford Falcon FG X;20;1'31.4913;1.5057;0.0766;174.901
24;34;Джеймс Голдинг;None;Holden Commodore ZB;17;1'31.5461;1.5605;0.0548;174.797
25;18;Ли Холдсуорт;None;Holden Commodore ZB;11;1'31.5835;1.5979;0.0374;174.725
26;7;Андре Хаймгартнер;None;Nissan Altima;17;1'31.7051;1.7195;0.1216;174.494
