Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Falcon FG X;57;1:33'03.5824;None;None;None;150
2;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;57;1:33'04.2511;0.6687;0.6687;None;138
3;None;15;Рик Келли;None;Nissan Altima;57;1:33'07.5316;3.9492;3.2805;None;129
4;None;12;Фабиан Култхард;None;Ford Falcon FG X;57;1:33'08.7969;5.2145;1.2653;None;120
5;None;23;Майкл Карузо;None;Nissan Altima;57;1:33'15.1764;11.5940;6.3795;None;111
6;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;57;1:33'16.1238;12.5414;0.9474;None;102
7;None;888;Крэг Лаундес;None;Holden Commodore ZB;57;1:33'17.9263;14.3439;1.8025;None;96
8;None;55;Час Мостер;None;Ford Falcon FG X;57;1:33'22.7852;19.2028;4.8589;None;90
9;None;1;Джейми Уинкап;None;Holden Commodore ZB;57;1:33'26.9174;23.3350;4.1322;None;84
10;None;33;Гарт Тандер;None;Holden Commodore ZB;57;1:33'31.4807;27.8983;4.5633;None;78
11;None;2;Скотт Пай;None;Holden Commodore ZB;57;1:33'32.0096;28.4272;0.5289;None;72
12;None;14;Тим Слейд;None;Holden Commodore ZB;57;1:33'32.2749;28.6925;0.2653;None;69
13;None;8;Ник Перкат;None;Holden Commodore ZB;57;1:33'35.8275;32.2451;3.5526;None;66
14;None;7;Андре Хаймгартнер;None;Nissan Altima;57;1:33'39.7498;36.1674;3.9223;None;63
15;None;5;Марк Винтерботтом;None;Ford Falcon FG X;57;1:33'44.2599;40.6775;4.5101;None;60
16;None;99;Антон де Паскуале;None;Holden Commodore ZB;57;1:33'47.2282;43.6458;2.9683;None;57
17;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;57;1:33'55.2003;51.6179;7.9721;None;54
18;None;19;Джек ЛеБрок;None;Holden Commodore ZB;57;1:33'59.7932;56.2108;4.5929;None;51
19;None;34;Джеймс Голдинг;None;Holden Commodore ZB;57;1:34'02.6967;59.1143;2.9035;None;48
20;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;57;1:34'05.1547;1'01.5723;2.4580;None;45
21;None;230;Уилл Дэвисон;None;Ford Falcon FG X;57;1:34'06.3519;1'02.7695;1.1972;None;42
22;None;78;Симона де Сильвестро;None;Nissan Altima;57;1:34'07.0608;1'03.4784;0.7089;None;39
23;None;21;Тим Бланкард;None;Holden Commodore ZB;57;1:34'07.5177;1'03.9353;0.4569;None;36
24;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;57;1:34'16.4323;1'12.8499;8.9146;None;33
25;None;18;Ли Холдсуорт;None;Holden Commodore ZB;46;1:34'34.9351;11 Laps;11 Laps;None;30
None;None;25;Джеймс Кортни;None;Holden Commodore ZB;5;7'52.8349;52 Laps;41 Laps;Сход;None
