Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;5;1'29.5057;None;None;178.781
2;1;Джейми Уинкап;None;Holden Commodore ZB;5;1'30.0523;0.5466;0.5466;177.696
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;4;1'30.1799;0.6742;0.1276;177.445
4;888;Крэг Лаундес;None;Holden Commodore ZB;8;1'30.2002;0.6945;0.0203;177.405
5;15;Рик Келли;None;Nissan Altima;7;1'30.2634;0.7577;0.0632;177.281
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;8;1'30.2979;0.7922;0.0345;177.213
7;55;Час Мостер;None;Ford Falcon FG X;7;1'30.3156;0.8099;0.0177;177.178
8;99;Антон де Паскуале;None;Holden Commodore ZB;7;1'30.3559;0.8502;0.0403;177.099
9;6;Кэмерон Уотерс;None;Ford Falcon FG X;8;1'30.4385;0.9328;0.0826;176.937
10;230;Уилл Дэвисон;None;Ford Falcon FG X;8;1'30.4598;0.9541;0.0213;176.896
11;5;Марк Винтерботтом;None;Ford Falcon FG X;8;1'30.5130;1.0073;0.0532;176.792
12;8;Ник Перкат;None;Holden Commodore ZB;8;1'30.5288;1.0231;0.0158;176.761
13;14;Тим Слейд;None;Holden Commodore ZB;6;1'30.5411;1.0354;0.0123;176.737
14;33;Гарт Тандер;None;Holden Commodore ZB;8;1'30.5849;1.0792;0.0438;176.651
15;2;Скотт Пай;None;Holden Commodore ZB;9;1'30.5859;1.0802;0.0010;176.650
16;25;Джеймс Кортни;None;Holden Commodore ZB;8;1'30.7874;1.2817;0.2015;176.257
17;19;Джек ЛеБрок;None;Holden Commodore ZB;8;1'30.7876;1.2819;0.0002;176.257
18;56;Ричи Стэнэвей;None;Ford Falcon FG X;8;1'30.8276;1.3219;0.0400;176.179
19;34;Джеймс Голдинг;None;Holden Commodore ZB;8;1'30.8359;1.3302;0.0083;176.163
20;7;Андре Хаймгартнер;None;Nissan Altima;10;1'31.0079;1.5022;0.1720;175.830
21;18;Ли Холдсуорт;None;Holden Commodore ZB;9;1'31.0259;1.5202;0.0180;175.796
22;35;Тодд Хазелвуд;None;Ford Falcon FG X;9;1'31.1049;1.5992;0.0790;175.643
23;21;Тим Бланкард;None;Holden Commodore ZB;7;1'31.3402;1.8345;0.2353;175.191
24;78;Симона де Сильвестро;None;Nissan Altima;8;1'31.4633;1.9576;0.1231;174.955
25;23;Майкл Карузо;None;Nissan Altima;1;None;None;None;None
None;12;Фабиан Култхард;None;Ford Falcon FG X;0;None;None;None;None
