Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;99;Антон де Паскуале;None;Holden Commodore ZB;14;1'30.7804;None;None;154.857
2;3;Маколи Джонс;None;Holden Commodore ZB;15;1'31.1798;0.3994;0.3994;154.178
3;5;Ли Холдсуорт;None;Ford Mustang GT;16;1'31.3291;0.5487;0.1493;153.926
4;17;Скотт Маклафлин;None;Ford Mustang GT;14;1'31.3937;0.6133;0.0646;153.818
5;97;Шейн ван Гисберген;None;Holden Commodore ZB;3;1'31.3975;0.6171;0.0038;153.811
6;6;Кэмерон Уотерс;None;Ford Mustang GT;2;1'31.5011;0.7207;0.1036;153.637
7;88;Джейми Уинкап;None;Holden Commodore ZB;12;1'31.9129;1.1325;0.4118;152.949
8;8;Ник Перкат;None;Holden Commodore ZB;24;1'32.1383;1.3579;0.2254;152.574
9;12;Фабиан Култхард;None;Ford Mustang GT;3;1'32.2413;1.4609;0.1030;152.404
10;22;Крис Питер;None;Holden Commodore ZB;16;1'32.5537;1.7733;0.3124;151.890
11;14;Тодд Хазелвуд;None;Holden Commodore ZB;19;1'32.5768;1.7964;0.0231;151.852
12;2;Брайс Фуллвуд;None;Holden Commodore ZB;3;1'32.8458;2.0654;0.2690;151.412
13;18;Марк Винтерботтом;None;Holden Commodore ZB;3;1'32.8642;2.0838;0.0184;151.382
14;15;Рик Келли;None;Ford Mustang GT;12;1'32.9564;2.1760;0.0922;151.232
15;9;Дэвид Рейнольдс;None;Holden Commodore ZB;4;1'32.9763;2.1959;0.0199;151.199
16;25;Час Мостер;None;Holden Commodore ZB;20;1'33.1065;2.3261;0.1302;150.988
17;55;Джек ЛеБрок;None;Ford Mustang GT;14;1'33.2375;2.4571;0.1310;150.776
18;20;Скотт Пай;None;Holden Commodore ZB;5;1'33.3102;2.5298;0.0727;150.658
19;44;Джеймс Кортни;None;Ford Mustang GT;4;1'33.4645;2.6841;0.1543;150.410
20;35;Гарри Джекобсон;None;Holden Commodore ZB;18;1'33.5544;2.7740;0.0899;150.265
21;7;Андре Хаймгартнер;None;Ford Mustang GT;16;1'33.6543;2.8739;0.0999;150.105
22;4;Джек Смит;None;Holden Commodore ZB;4;1'33.6730;2.8926;0.0187;150.075
23;34;Зейн Годдард;None;Holden Commodore ZB;17;1'33.6867;2.9063;0.0137;150.053
24;19;Алекс Дэвисон;None;Holden Commodore ZB;12;1'33.8324;3.0520;0.1457;149.820
