Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;8;Ник Перкат;None;Holden Commodore ZB;32;50'22.6473;None;None;None;100
2;None;12;Фабиан Култхард;None;Ford Mustang GT;32;50'31.5219;8.8746;8.8746;None;92
3;None;17;Скотт Маклафлин;None;Ford Mustang GT;32;50'42.2836;19.6363;10.7617;None;86
4;None;44;Джеймс Кортни;None;Ford Mustang GT;32;50'42.3083;19.6610;0.0247;None;80
5;None;25;Час Мостер;None;Holden Commodore ZB;32;50'43.1109;20.4636;0.8026;None;74
6;None;15;Рик Келли;None;Ford Mustang GT;32;50'43.2550;20.6077;0.1441;None;68
7;None;35;Гарри Джекобсон;None;Holden Commodore ZB;32;50'43.7208;21.0735;0.4658;None;64
8;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;32;50'50.1518;27.5045;6.4310;None;60
9;None;6;Кэмерон Уотерс;None;Ford Mustang GT;32;50'50.3209;27.6736;0.1691;None;56
10;None;4;Джек Смит;None;Holden Commodore ZB;32;50'53.8762;31.2289;3.5553;None;52
11;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;32;51'18.4173;55.7700;24.5411;None;48
12;None;7;Андре Хаймгартнер;None;Ford Mustang GT;32;51'19.3162;56.6689;0.8989;None;46
13;None;99;Антон де Паскуале;None;Holden Commodore ZB;32;51'20.0252;57.3779;0.7090;None;44
14;None;18;Марк Винтерботтом;None;Holden Commodore ZB;32;51'27.0518;1'04.4045;7.0266;None;42
15;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;32;51'29.4293;1'06.7820;2.3775;None;40
16;None;55;Джек ЛеБрок;None;Ford Mustang GT;32;51'30.0457;1'07.3984;0.6164;None;38
17;None;88;Джейми Уинкап;None;Holden Commodore ZB;32;51'30.2887;1'07.6414;0.2430;None;36
18;None;22;Крис Питер;None;Holden Commodore ZB;32;51'30.8108;1'08.1635;0.5221;None;34
19;None;5;Ли Холдсуорт;None;Ford Mustang GT;32;51'31.3022;1'08.6549;0.4914;None;32
20;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;32;51'34.7503;1'12.1030;3.4481;None;30
21;None;20;Скотт Пай;None;Holden Commodore ZB;32;51'39.7372;1'17.0899;4.9869;None;28
22;None;3;Маколи Джонс;None;Holden Commodore ZB;32;51'43.4506;1'20.8033;3.7134;None;26
23;None;19;Алекс Дэвисон;None;Holden Commodore ZB;31;50'24.5569;1 Lap;1 Lap;None;24
24;None;34;Зейн Годдард;None;Holden Commodore ZB;31;50'25.7869;1 Lap;1.2300;None;22
