Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;4;1'27.7428;None;None;160.218
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;5;1'28.0184;0.2756;0.2756;159.716
3;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'28.0596;0.3168;0.0412;159.641
4;88;Джейми Уинкап;None;Holden Commodore ZB;5;1'28.1376;0.3948;0.0780;159.500
5;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'28.1604;0.4176;0.0228;159.459
6;12;Фабиан Култхард;None;Ford Mustang GT;5;1'28.3859;0.6431;0.2255;159.052
7;18;Марк Винтерботтом;None;Holden Commodore ZB;5;1'28.5133;0.7705;0.1274;158.823
8;99;Антон де Паскуале;None;Holden Commodore ZB;4;1'28.7907;1.0479;0.2774;158.327
9;3;Маколи Джонс;None;Holden Commodore ZB;3;1'28.8023;1.0595;0.0116;158.306
10;2;Брайс Фуллвуд;None;Holden Commodore ZB;5;1'28.8464;1.1036;0.0441;158.228
11;8;Ник Перкат;None;Holden Commodore ZB;5;1'29.0100;1.2672;0.1636;157.937
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;3;1'29.0381;1.2953;0.0281;157.887
13;25;Час Мостер;None;Holden Commodore ZB;5;1'29.4881;1.7453;0.4500;157.093
14;22;Крис Питер;None;Holden Commodore ZB;5;1'30.4538;2.7110;0.9657;155.416
15;14;Тодд Хазелвуд;None;Holden Commodore ZB;6;1'30.8796;3.1368;0.4258;154.688
16;20;Скотт Пай;None;Holden Commodore ZB;6;1'29.8919;2.1491;None;156.387
17;44;Джеймс Кортни;None;Ford Mustang GT;6;1'30.0199;2.2771;0.1280;156.165
18;55;Джек ЛеБрок;None;Ford Mustang GT;5;1'30.2055;2.4627;0.1856;155.844
19;35;Гарри Джекобсон;None;Holden Commodore ZB;6;1'30.7359;2.9931;0.5304;154.933
20;7;Андре Хаймгартнер;None;Ford Mustang GT;4;1'30.7399;2.9971;0.0040;154.926
21;15;Рик Келли;None;Ford Mustang GT;2;1'30.5528;2.8100;None;155.246
22;19;Алекс Дэвисон;None;Holden Commodore ZB;4;1'30.7311;2.9883;0.1783;154.941
23;4;Джек Смит;None;Holden Commodore ZB;3;1'31.3392;3.5964;0.6081;153.909
24;34;Зейн Годдард;None;Holden Commodore ZB;3;1'31.5586;3.8158;0.2194;153.541
