Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'28.6503;None;None;158.578
2;17;Скотт Маклафлин;None;Ford Mustang GT;13;1'28.9105;0.2602;0.2602;158.114
3;12;Фабиан Култхард;None;Ford Mustang GT;14;1'29.0095;0.3592;0.0990;157.938
4;88;Джейми Уинкап;None;Holden Commodore ZB;8;1'29.1223;0.4720;0.1128;157.738
5;5;Ли Холдсуорт;None;Ford Mustang GT;10;1'29.1696;0.5193;0.0473;157.654
6;18;Марк Винтерботтом;None;Holden Commodore ZB;11;1'29.1863;0.5360;0.0167;157.625
7;9;Дэвид Рейнольдс;None;Holden Commodore ZB;11;1'29.1948;0.5445;0.0085;157.610
8;6;Кэмерон Уотерс;None;Ford Mustang GT;10;1'29.1955;0.5452;0.0007;157.608
9;99;Антон де Паскуале;None;Holden Commodore ZB;11;1'29.2728;0.6225;0.0773;157.472
10;25;Час Мостер;None;Holden Commodore ZB;11;1'29.4548;0.8045;0.1820;157.151
11;20;Скотт Пай;None;Holden Commodore ZB;12;1'29.5031;0.8528;0.0483;157.067
12;3;Маколи Джонс;None;Holden Commodore ZB;10;1'29.5342;0.8839;0.0311;157.012
13;14;Тодд Хазелвуд;None;Holden Commodore ZB;10;1'29.5676;0.9173;0.0334;156.954
14;7;Андре Хаймгартнер;None;Ford Mustang GT;11;1'29.5871;0.9368;0.0195;156.919
15;55;Джек ЛеБрок;None;Ford Mustang GT;11;1'29.6097;0.9594;0.0226;156.880
16;35;Гарри Джекобсон;None;Holden Commodore ZB;10;1'29.7266;1.0763;0.1169;156.675
17;44;Джеймс Кортни;None;Ford Mustang GT;11;1'29.8388;1.1885;0.1122;156.480
18;8;Ник Перкат;None;Holden Commodore ZB;7;1'29.8665;1.2162;0.0277;156.432
19;4;Джек Смит;None;Holden Commodore ZB;12;1'29.9715;1.3212;0.1050;156.249
20;15;Рик Келли;None;Ford Mustang GT;11;1'30.0403;1.3900;0.0688;156.130
21;2;Брайс Фуллвуд;None;Holden Commodore ZB;10;1'30.3135;1.6632;0.2732;155.657
22;22;Крис Питер;None;Holden Commodore ZB;12;1'30.4278;1.7775;0.1143;155.461
23;34;Зейн Годдард;None;Holden Commodore ZB;12;1'30.4334;1.7831;0.0056;155.451
24;19;Алекс Дэвисон;None;Holden Commodore ZB;14;1'30.6746;2.0243;0.2412;155.037
