Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;32;50'10.0464;None;None;None;100
2;None;5;Ли Холдсуорт;None;Ford Mustang GT;32;50'11.3613;1.3149;1.3149;None;92
3;None;99;Антон де Паскуале;None;Holden Commodore ZB;32;50'14.7732;4.7268;3.4119;None;86
4;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;32;50'27.4524;17.4060;12.6792;None;80
5;None;88;Джейми Уинкап;None;Holden Commodore ZB;32;50'28.3245;18.2781;0.8721;None;74
6;None;6;Кэмерон Уотерс;None;Ford Mustang GT;32;50'29.1747;19.1283;0.8502;None;68
7;None;12;Фабиан Култхард;None;Ford Mustang GT;32;50'34.5504;24.5040;5.3757;None;64
8;None;3;Маколи Джонс;None;Holden Commodore ZB;32;50'36.1822;26.1358;1.6318;None;60
9;None;8;Ник Перкат;None;Holden Commodore ZB;32;50'36.3398;26.2934;0.1576;None;56
10;None;18;Марк Винтерботтом;None;Holden Commodore ZB;32;51'04.0243;53.9779;27.6845;None;52
11;None;25;Час Мостер;None;Holden Commodore ZB;32;51'05.5106;55.4642;1.4863;None;48
12;None;20;Скотт Пай;None;Holden Commodore ZB;32;51'07.1941;57.1477;1.6835;None;46
13;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;32;51'07.5259;57.4795;0.3318;None;44
14;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;32;51'08.2865;58.2401;0.7606;None;42
15;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;32;51'08.5122;58.4658;0.2257;None;40
16;None;55;Джек ЛеБрок;None;Ford Mustang GT;32;51'08.8384;58.7920;0.3262;None;38
17;None;7;Андре Хаймгартнер;None;Ford Mustang GT;32;51'14.6138;1'04.5674;5.7754;None;36
18;None;15;Рик Келли;None;Ford Mustang GT;32;51'15.3254;1'05.2790;0.7116;None;34
19;None;44;Джеймс Кортни;None;Ford Mustang GT;32;51'22.9722;1'12.9258;7.6468;None;32
20;None;19;Алекс Дэвисон;None;Holden Commodore ZB;32;51'25.5716;1'15.5252;2.5994;None;30
21;None;22;Крис Питер;None;Holden Commodore ZB;32;51'29.4533;1'19.4069;3.8817;None;28
22;None;35;Гарри Джекобсон;None;Holden Commodore ZB;32;51'30.3314;1'20.2850;0.8781;None;26
23;None;4;Джек Смит;None;Holden Commodore ZB;32;51'30.5268;1'20.4804;0.1954;None;24
24;None;34;Зейн Годдард;None;Holden Commodore ZB;32;51'30.6882;1'20.6418;0.1614;None;22
