Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;55;Джек ЛеБрок;None;Ford Mustang GT;32;50'34.9486;None;None;None;100
2;None;7;Андре Хаймгартнер;None;Ford Mustang GT;32;50'35.5700;0.6214;0.6214;None;92
3;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;32;50'35.7609;0.8123;0.1909;None;86
4;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;32;50'36.4385;1.4899;0.6776;None;80
5;None;20;Скотт Пай;None;Holden Commodore ZB;32;50'43.5725;8.6239;7.1340;None;74
6;None;18;Марк Винтерботтом;None;Holden Commodore ZB;32;50'47.7563;12.8077;4.1838;None;68
7;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;32;50'49.1102;14.1616;1.3539;None;64
8;None;88;Джейми Уинкап;None;Holden Commodore ZB;32;50'49.8328;14.8842;0.7226;None;60
9;None;25;Час Мостер;None;Holden Commodore ZB;32;50'59.1226;24.1740;9.2898;None;56
10;None;34;Зейн Годдард;None;Holden Commodore ZB;32;51'03.5493;28.6007;4.4267;None;52
11;None;8;Ник Перкат;None;Holden Commodore ZB;32;51'21.5158;46.5672;17.9665;None;48
12;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;32;51'28.3888;53.4402;6.8730;None;46
13;None;12;Фабиан Култхард;None;Ford Mustang GT;32;51'29.4962;54.5476;1.1074;None;44
14;None;17;Скотт Маклафлин;None;Ford Mustang GT;32;51'33.5470;58.5984;4.0508;None;42
15;None;5;Ли Холдсуорт;None;Ford Mustang GT;32;51'39.1939;1'04.2453;5.6469;None;40
16;None;44;Джеймс Кортни;None;Ford Mustang GT;32;51'43.1525;1'08.2039;3.9586;None;38
17;None;15;Рик Келли;None;Ford Mustang GT;32;51'44.3751;1'09.4265;1.2226;None;36
18;None;6;Кэмерон Уотерс;None;Ford Mustang GT;32;51'46.1738;1'11.2252;1.7987;None;34
19;None;99;Антон де Паскуале;None;Holden Commodore ZB;32;51'46.5151;1'11.5665;0.3413;None;32
20;None;19;Алекс Дэвисон;None;Holden Commodore ZB;32;51'47.2734;1'12.3248;0.7583;None;30
21;None;4;Джек Смит;None;Holden Commodore ZB;32;51'48.2620;1'13.3134;0.9886;None;28
22;None;22;Крис Питер;None;Holden Commodore ZB;32;51'51.8960;1'16.9474;3.6340;None;26
23;None;3;Маколи Джонс;None;Holden Commodore ZB;32;51'52.0988;1'17.1502;0.2028;None;24
24;None;35;Гарри Джекобсон;None;Holden Commodore ZB;32;51'57.1284;1'22.1798;5.0296;None;22
