Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;7;Андре Хаймгартнер;None;Ford Mustang GT;2;1'30.7603;None;None;154.891
2;14;Тодд Хазелвуд;None;Holden Commodore ZB;17;1'31.1880;0.4277;0.4277;154.165
3;55;Джек ЛеБрок;None;Ford Mustang GT;14;1'31.2307;0.4704;0.0427;154.092
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;2;1'31.3398;0.5795;0.1091;153.908
5;25;Час Мостер;None;Holden Commodore ZB;16;1'31.3701;0.6098;0.0303;153.857
6;20;Скотт Пай;None;Holden Commodore ZB;17;1'31.4294;0.6691;0.0593;153.757
7;34;Зейн Годдард;None;Holden Commodore ZB;19;1'31.6447;0.8844;0.2153;153.396
8;18;Марк Винтерботтом;None;Holden Commodore ZB;2;1'31.8058;1.0455;0.1611;153.127
9;88;Джейми Уинкап;None;Holden Commodore ZB;20;1'32.0071;1.2468;0.2013;152.792
10;2;Брайс Фуллвуд;None;Holden Commodore ZB;18;1'32.0192;1.2589;0.0121;152.772
11;19;Алекс Дэвисон;None;Holden Commodore ZB;13;1'32.6790;1.9187;0.6598;151.684
12;12;Фабиан Култхард;None;Ford Mustang GT;12;1'33.0339;2.2736;0.3549;151.106
13;99;Антон де Паскуале;None;Holden Commodore ZB;10;1'33.1614;2.4011;0.1275;150.899
14;17;Скотт Маклафлин;None;Ford Mustang GT;11;1'33.2283;2.4680;0.0669;150.791
15;8;Ник Перкат;None;Holden Commodore ZB;16;1'33.6493;2.8890;0.4210;150.113
16;3;Маколи Джонс;None;Holden Commodore ZB;12;1'33.7421;2.9818;0.0928;149.964
17;6;Кэмерон Уотерс;None;Ford Mustang GT;13;1'33.7439;2.9836;0.0018;149.961
18;4;Джек Смит;None;Holden Commodore ZB;16;1'33.8416;3.0813;0.0977;149.805
19;97;Шейн ван Гисберген;None;Holden Commodore ZB;19;1'33.8527;3.0924;0.0111;149.787
20;15;Рик Келли;None;Ford Mustang GT;18;1'33.9275;3.1672;0.0748;149.668
21;5;Ли Холдсуорт;None;Ford Mustang GT;10;1'33.9509;3.1906;0.0234;149.631
22;35;Гарри Джекобсон;None;Holden Commodore ZB;14;1'34.0102;3.2499;0.0593;149.536
23;44;Джеймс Кортни;None;Ford Mustang GT;11;1'34.0815;3.3212;0.0713;149.423
24;22;Крис Питер;None;Holden Commodore ZB;16;1'34.0825;3.3222;0.0010;149.422
