Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;16;1'43.3667;None;None;104.482
2;7;Тодд Келли;None;Nissan Altima;7;1'43.6769;0.3102;0.3102;104.169
3;6;Кэмерон Уотерс;None;Ford Falcon FG-X;13;1'43.7273;0.3606;0.0504;104.119
4;15;Рик Келли;None;Nissan Altima;13;1'43.7439;0.3772;0.0166;104.102
5;97;Шейн ван Гисберген;None;Holden Commodore VF;16;1'43.9062;0.5395;0.1623;103.939
6;12;Фабиан Култхард;None;Ford Falcon FG-X;15;1'44.0037;0.6370;0.0975;103.842
7;8;Ник Перкат;None;Holden Commodore VF;14;1'44.0734;0.7067;0.0697;103.772
8;55;Час Мостер;None;Ford Falcon FG-X;13;1'44.1487;0.7820;0.0753;103.697
9;14;Тим Слейд;None;Holden Commodore VF;18;1'44.2908;0.9241;0.1421;103.556
10;18;Ли Холдсуорт;None;Holden Commodore VF;13;1'44.3517;0.9850;0.0609;103.496
11;33;Гарт Тандер;None;Holden Commodore VF;5;1'44.4380;1.0713;0.0863;103.410
12;88;Джейми Уинкап;None;Holden Commodore VF;14;1'44.4733;1.1066;0.0353;103.375
13;5;Марк Винтерботтом;None;Ford Falcon FG-X;13;1'44.6470;1.2803;0.1737;103.204
14;19;Уилл Дэвисон;None;Holden Commodore VF;17;1'44.6604;1.2937;0.0134;103.190
15;56;Джейсон Брайт;None;Ford Falcon FG-X;12;1'44.8966;1.5299;0.2362;102.958
16;22;Джеймс Кортни;None;Holden Commodore VF;13;1'44.9648;1.5981;0.0682;102.891
17;9;Дэвид Рейнольдс;None;Holden Commodore VF;15;1'44.9665;1.5998;0.0017;102.889
18;34;Джеймс Моффат;None;Holden Commodore VF;12;1'45.3491;1.9824;0.3826;102.516
19;23;Майкл Карузо;None;Nissan Altima;12;1'45.5207;2.1540;0.1716;102.349
20;21;Тим Бланкард;None;Holden Commodore VF;16;1'45.5605;2.1938;0.0398;102.310
21;888;Крэг Лаундес;None;Holden Commodore VF;15;1'45.6026;2.2359;0.0421;102.270
22;26;Shae Davies;None;Nissan Altima;13;1'45.7088;2.3421;0.1062;102.167
23;31;Джеймс Голдинг;None;Holden Commodore VF;17;1'45.9417;2.5750;0.2329;101.942
24;2;Скотт Пай;None;Holden Commodore VF;5;1'46.3291;2.9624;0.3874;101.571
25;78;Симона де Сильвестро;None;Nissan Altima;12;1'46.3736;3.0069;0.0445;101.528
26;99;Дейл Вуд;None;Holden Commodore VF;12;1'46.6782;3.3115;0.3046;101.239
27;62;Алекс Рулло;None;Holden Commodore VF;10;1'47.0792;3.7125;0.4010;100.859
28;4;Маколи Джонс;None;Holden Commodore VF;17;1'47.0969;3.7302;0.0177;100.843
29;3;Таз Дуглас;None;Holden Commodore VF;16;1'48.6404;5.2737;1.5435;99.410
