Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;8;Ник Перкат;None;Holden Commodore VF;21;1'28.1050;None;None;122.581
2;17;Скотт Маклафлин;None;Ford Falcon FG-X;19;1'29.2059;1.1009;1.1009;121.068
3;9;Дэвид Рейнольдс;None;Holden Commodore VF;17;1'29.5228;1.4178;0.3169;120.639
4;12;Фабиан Култхард;None;Ford Falcon FG-X;18;1'30.1627;2.0577;0.6399;119.783
5;6;Кэмерон Уотерс;None;Ford Falcon FG-X;17;1'30.2130;2.1080;0.0503;119.716
6;22;Джеймс Кортни;None;Holden Commodore VF;18;1'30.4084;2.3034;0.1954;119.457
7;23;Майкл Карузо;None;Nissan Altima;23;1'30.4900;2.3850;0.0816;119.350
8;88;Джейми Уинкап;None;Holden Commodore VF;18;1'30.7129;2.6079;0.2229;119.056
9;14;Тим Слейд;None;Holden Commodore VF;20;1'30.7624;2.6574;0.0495;118.992
10;18;Ли Холдсуорт;None;Holden Commodore VF;20;1'31.0307;2.9257;0.2683;118.641
11;5;Марк Винтерботтом;None;Ford Falcon FG-X;18;1'31.0321;2.9271;0.0014;118.639
12;56;Джейсон Брайт;None;Ford Falcon FG-X;22;1'31.2089;3.1039;0.1768;118.409
13;55;Час Мостер;None;Ford Falcon FG-X;15;1'31.2273;3.1223;0.0184;118.385
14;97;Шейн ван Гисберген;None;Holden Commodore VF;17;1'31.3936;3.2886;0.1663;118.170
15;15;Рик Келли;None;Nissan Altima;9;1'31.4153;3.3103;0.0217;118.142
16;33;Гарт Тандер;None;Holden Commodore VF;21;1'31.5477;3.4427;0.1324;117.971
17;2;Скотт Пай;None;Holden Commodore VF;13;1'31.8147;3.7097;0.2670;117.628
18;78;Симона де Сильвестро;None;Nissan Altima;17;1'31.8158;3.7108;0.0011;117.626
19;99;Дейл Вуд;None;Holden Commodore VF;18;1'32.2627;4.1577;0.4469;117.057
20;34;Джеймс Моффат;None;Holden Commodore VF;21;1'32.5713;4.4663;0.3086;116.666
21;31;Джеймс Голдинг;None;Holden Commodore VF;19;1'32.6114;4.5064;0.0401;116.616
22;888;Крэг Лаундес;None;Holden Commodore VF;19;1'32.7872;4.6822;0.1758;116.395
23;21;Тим Бланкард;None;Holden Commodore VF;17;1'32.8801;4.7751;0.0929;116.278
24;26;Shae Davies;None;Nissan Altima;14;1'33.4211;5.3161;0.5410;115.605
25;62;Алекс Рулло;None;Holden Commodore VF;14;1'33.7431;5.6381;0.3220;115.208
26;4;Маколи Джонс;None;Holden Commodore VF;22;1'33.7528;5.6478;0.0097;115.196
27;3;Таз Дуглас;None;Holden Commodore VF;18;1'34.8843;6.7793;1.1315;113.822
28;19;Уилл Дэвисон;None;Holden Commodore VF;16;1'35.6641;7.5591;0.7798;112.895
29;7;Тодд Келли;None;Nissan Altima;9;1'35.9196;7.8146;0.2555;112.594
