Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;8;1'19.0721;None;None;136.584
2;88;Джейми Уинкап;None;Holden Commodore VF;9;1'19.4213;0.3492;0.3492;135.983
3;97;Шейн ван Гисберген;None;Holden Commodore VF;11;1'19.4446;0.3725;0.0233;135.943
4;6;Кэмерон Уотерс;None;Ford Falcon FG-X;8;1'19.4961;0.4240;0.0515;135.855
5;12;Фабиан Култхард;None;Ford Falcon FG-X;10;1'19.4963;0.4242;0.0002;135.855
6;19;Уилл Дэвисон;None;Holden Commodore VF;10;1'19.5373;0.4652;0.0410;135.785
7;18;Ли Холдсуорт;None;Holden Commodore VF;11;1'19.5801;0.5080;0.0428;135.712
8;5;Марк Винтерботтом;None;Ford Falcon FG-X;10;1'19.6087;0.5366;0.0286;135.663
9;14;Тим Слейд;None;Holden Commodore VF;9;1'19.6123;0.5402;0.0036;135.657
10;33;Гарт Тандер;None;Holden Commodore VF;10;1'19.6296;0.5575;0.0173;135.627
11;15;Рик Келли;None;Nissan Altima;10;1'19.6810;0.6089;0.0514;135.540
12;8;Ник Перкат;None;Holden Commodore VF;9;1'19.6911;0.6190;0.0101;135.523
13;9;Дэвид Рейнольдс;None;Holden Commodore VF;10;1'19.7122;0.6401;0.0211;135.487
14;7;Тодд Келли;None;Nissan Altima;9;1'19.7419;0.6698;0.0297;135.436
15;23;Майкл Карузо;None;Nissan Altima;9;1'19.8003;0.7282;0.0584;135.337
16;56;Джейсон Брайт;None;Ford Falcon FG-X;11;1'19.8375;0.7654;0.0372;135.274
17;55;Час Мостер;None;Ford Falcon FG-X;9;1'19.8671;0.7950;0.0296;135.224
18;21;Тим Бланкард;None;Holden Commodore VF;10;1'19.9367;0.8646;0.0696;135.106
19;4;Маколи Джонс;None;Holden Commodore VF;10;1'19.9396;0.8675;0.0029;135.102
20;34;Джеймс Моффат;None;Holden Commodore VF;9;1'20.0375;0.9654;0.0979;134.936
21;22;Джеймс Кортни;None;Holden Commodore VF;9;1'20.0416;0.9695;0.0041;134.929
22;26;Shae Davies;None;Nissan Altima;10;1'20.1168;1.0447;0.0752;134.803
23;31;Джеймс Голдинг;None;Holden Commodore VF;8;1'20.1461;1.0740;0.0293;134.753
24;78;Симона де Сильвестро;None;Nissan Altima;10;1'20.1572;1.0851;0.0111;134.735
25;99;Дейл Вуд;None;Holden Commodore VF;9;1'20.2289;1.1568;0.0717;134.614
26;888;Крэг Лаундес;None;Holden Commodore VF;8;1'20.2867;1.2146;0.0578;134.517
27;3;Таз Дуглас;None;Holden Commodore VF;9;1'20.4380;1.3659;0.1513;134.264
28;2;Скотт Пай;None;Holden Commodore VF;10;1'20.6058;1.5337;0.1678;133.985
29;62;Алекс Рулло;None;Holden Commodore VF;10;1'20.8317;1.7596;0.2259;133.610
