Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore VF;22;1'20.0020;None;None;134.996
2;12;Фабиан Култхард;None;Ford Falcon FG-X;45;1'20.0734;0.0714;0.0714;134.876
3;5;Марк Винтерботтом;None;Ford Falcon FG-X;32;1'20.1352;0.1332;0.0618;134.772
4;6;Кэмерон Уотерс;None;Ford Falcon FG-X;40;1'20.2244;0.2224;0.0892;134.622
5;34;Джеймс Моффат;None;Holden Commodore VF;46;1'20.2595;0.2575;0.0351;134.563
6;88;Джейми Уинкап;None;Holden Commodore VF;38;1'20.2935;0.2915;0.0340;134.506
7;17;Скотт Маклафлин;None;Ford Falcon FG-X;34;1'20.3239;0.3219;0.0304;134.455
8;33;Гарт Тандер;None;Holden Commodore VF;11;1'20.3611;0.3591;0.0372;134.393
9;55;Час Мостер;None;Ford Falcon FG-X;29;1'20.3641;0.3621;0.0030;134.388
10;23;Майкл Карузо;None;Nissan Altima;22;1'20.4289;0.4269;0.0648;134.280
11;9;Дэвид Рейнольдс;None;Holden Commodore VF;32;1'20.4726;0.4706;0.0437;134.207
12;26;Shae Davies;None;Nissan Altima;46;1'20.4772;0.4752;0.0046;134.199
13;19;Уилл Дэвисон;None;Holden Commodore VF;46;1'20.4834;0.4814;0.0062;134.189
14;18;Ли Холдсуорт;None;Holden Commodore VF;41;1'20.4993;0.4973;0.0159;134.162
15;56;Джейсон Брайт;None;Ford Falcon FG-X;34;1'20.5307;0.5287;0.0314;134.110
16;8;Ник Перкат;None;Holden Commodore VF;17;1'20.5371;0.5351;0.0064;134.099
17;14;Тим Слейд;None;Holden Commodore VF;19;1'20.5542;0.5522;0.0171;134.071
18;15;Рик Келли;None;Nissan Altima;37;1'20.5850;0.5830;0.0308;134.019
19;21;Тим Бланкард;None;Holden Commodore VF;35;1'20.6361;0.6341;0.0511;133.935
20;31;Джеймс Голдинг;None;Holden Commodore VF;37;1'20.6680;0.6660;0.0319;133.882
21;22;Джеймс Кортни;None;Holden Commodore VF;46;1'20.7642;0.7622;0.0962;133.722
22;7;Тодд Келли;None;Nissan Altima;38;1'20.8149;0.8129;0.0507;133.638
23;2;Скотт Пай;None;Holden Commodore VF;41;1'20.8154;0.8134;0.0005;133.637
24;888;Крэг Лаундес;None;Holden Commodore VF;38;1'20.8226;0.8206;0.0072;133.625
25;4;Маколи Джонс;None;Holden Commodore VF;39;1'20.8245;0.8225;0.0019;133.622
26;62;Алекс Рулло;None;Holden Commodore VF;48;1'20.9172;0.9152;0.0927;133.469
27;78;Симона де Сильвестро;None;Nissan Altima;20;1'20.9514;0.9494;0.0342;133.413
28;3;Таз Дуглас;None;Holden Commodore VF;42;1'20.9768;0.9748;0.0254;133.371
29;99;Дейл Вуд;None;Holden Commodore VF;31;1'21.3793;1.3773;0.4025;132.711
