Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс;None;Holden Commodore VF;25;1'20.3297;None;None;134.445
2;22;Джеймс Кортни;None;Holden Commodore VF;29;1'20.6383;0.3086;0.3086;133.931
3;21;Тим Бланкард;None;Holden Commodore VF;29;1'20.7399;0.4102;0.1016;133.762
4;888;Крэг Лаундес;None;Holden Commodore VF;27;1'20.7525;0.4228;0.0126;133.741
5;31;Джеймс Голдинг;None;Holden Commodore VF;31;1'20.7647;0.4350;0.0122;133.721
6;97;Шейн ван Гисберген;None;Holden Commodore VF;17;1'20.8000;0.4703;0.0353;133.663
7;17;Скотт Маклафлин;None;Ford Falcon FG-X;36;1'20.8783;0.5486;0.0783;133.533
8;12;Фабиан Култхард;None;Ford Falcon FG-X;35;1'20.8836;0.5539;0.0053;133.525
9;5;Марк Винтерботтом;None;Ford Falcon FG-X;34;1'20.8966;0.5669;0.0130;133.503
10;19;Уилл Дэвисон;None;Holden Commodore VF;36;1'20.9122;0.5825;0.0156;133.478
11;88;Джейми Уинкап;None;Holden Commodore VF;36;1'20.9464;0.6167;0.0342;133.421
12;14;Тим Слейд;None;Holden Commodore VF;37;1'20.9475;0.6178;0.0011;133.419
13;33;Гарт Тандер;None;Holden Commodore VF;36;1'20.9689;0.6392;0.0214;133.384
14;6;Кэмерон Уотерс;None;Ford Falcon FG-X;11;1'21.0159;0.6862;0.0470;133.307
15;3;Таз Дуглас;None;Holden Commodore VF;31;1'21.0825;0.7528;0.0666;133.197
16;55;Час Мостер;None;Ford Falcon FG-X;12;1'21.1405;0.8108;0.0580;133.102
17;34;Джеймс Моффат;None;Holden Commodore VF;10;1'21.2688;0.9391;0.1283;132.892
18;15;Рик Келли;None;Nissan Altima;6;1'21.3188;0.9891;0.0500;132.810
19;18;Ли Холдсуорт;None;Holden Commodore VF;11;1'21.4650;1.1353;0.1462;132.572
20;78;Симона де Сильвестро;None;Nissan Altima;8;1'21.5366;1.2069;0.0716;132.455
21;62;Алекс Рулло;None;Holden Commodore VF;34;1'21.5647;1.2350;0.0281;132.410
22;8;Ник Перкат;None;Holden Commodore VF;9;1'21.5732;1.2435;0.0085;132.396
23;7;Тодд Келли;None;Nissan Altima;12;1'21.5946;1.2649;0.0214;132.361
24;23;Майкл Карузо;None;Nissan Altima;21;1'21.6036;1.2739;0.0090;132.347
25;26;Shae Davies;None;Nissan Altima;11;1'21.6358;1.3061;0.0322;132.294
26;2;Скотт Пай;None;Holden Commodore VF;36;1'21.6545;1.3248;0.0187;132.264
27;4;Маколи Джонс;None;Holden Commodore VF;34;1'21.7015;1.3718;0.0470;132.188
28;56;Джейсон Брайт;None;Ford Falcon FG-X;32;1'21.8942;1.5645;0.1927;131.877
29;99;Дейл Вуд;None;Holden Commodore VF;19;1'22.0400;1.7103;0.1458;131.643
