Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;17;1'19.5923;None;None;135.691
2;55;Час Мостер;None;Ford Falcon FG-X;18;1'19.6791;0.0868;0.0868;135.543
3;97;Шейн ван Гисберген;None;Holden Commodore VF;20;1'19.8043;0.2120;0.1252;135.331
4;14;Тим Слейд;None;Holden Commodore VF;21;1'20.1232;0.5309;0.3189;134.792
5;8;Ник Перкат;None;Holden Commodore VF;18;1'20.2034;0.6111;0.0802;134.657
6;5;Марк Винтерботтом;None;Ford Falcon FG-X;19;1'20.2459;0.6536;0.0425;134.586
7;23;Майкл Карузо;None;Nissan Altima;19;1'20.2540;0.6617;0.0081;134.572
8;33;Гарт Тандер;None;Holden Commodore VF;22;1'20.3661;0.7738;0.1121;134.385
9;12;Фабиан Култхард;None;Ford Falcon FG-X;20;1'20.4011;0.8088;0.0350;134.326
10;9;Дэвид Рейнольдс;None;Holden Commodore VF;17;1'20.4337;0.8414;0.0326;134.272
11;19;Уилл Дэвисон;None;Holden Commodore VF;24;1'20.4785;0.8862;0.0448;134.197
12;22;Джеймс Кортни;None;Holden Commodore VF;17;1'20.5018;0.9095;0.0233;134.158
13;2;Скотт Пай;None;Holden Commodore VF;19;1'20.5089;0.9166;0.0071;134.146
14;15;Рик Келли;None;Nissan Altima;18;1'20.5282;0.9359;0.0193;134.114
15;7;Тодд Келли;None;Nissan Altima;18;1'20.5725;0.9802;0.0443;134.040
16;56;Джейсон Брайт;None;Ford Falcon FG-X;19;1'20.5902;0.9979;0.0177;134.011
17;18;Ли Холдсуорт;None;Holden Commodore VF;20;1'20.5918;0.9995;0.0016;134.008
18;6;Кэмерон Уотерс;None;Ford Falcon FG-X;18;1'20.6533;1.0610;0.0615;133.906
19;21;Тим Бланкард;None;Holden Commodore VF;21;1'20.6678;1.0755;0.0145;133.882
20;34;Джеймс Моффат;None;Holden Commodore VF;22;1'20.7866;1.1943;0.1188;133.685
21;26;Shae Davies;None;Nissan Altima;18;1'20.8222;1.2299;0.0356;133.626
22;31;Джеймс Голдинг;None;Holden Commodore VF;19;1'20.8527;1.2604;0.0305;133.576
23;888;Крэг Лаундес;None;Holden Commodore VF;18;1'20.9408;1.3485;0.0881;133.430
24;88;Джейми Уинкап;None;Holden Commodore VF;16;1'20.9752;1.3829;0.0344;133.374
25;99;Дейл Вуд;None;Holden Commodore VF;16;1'21.1541;1.5618;0.1789;133.080
26;78;Симона де Сильвестро;None;Nissan Altima;20;1'21.1869;1.5946;0.0328;133.026
27;4;Маколи Джонс;None;Holden Commodore VF;20;1'21.2199;1.6276;0.0330;132.972
28;3;Таз Дуглас;None;Holden Commodore VF;20;1'21.6461;2.0538;0.4262;132.278
29;62;Алекс Рулло;None;Holden Commodore VF;21;1'22.4282;2.8359;0.7821;131.023
