Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;8;1'08.8167;None;None;163.216
2;888;Крэг Лаундес;None;Holden Commodore VF;7;1'08.8256;0.0089;0.0089;163.195
3;55;Час Мостер;None;Ford Falcon FG-X;7;1'08.9001;0.0834;0.0745;163.018
4;14;Тим Слейд;None;Holden Commodore VF;7;1'08.9027;0.0860;0.0026;163.012
5;5;Марк Винтерботтом;None;Ford Falcon FG-X;7;1'08.9144;0.0977;0.0117;162.984
6;15;Рик Келли;None;Nissan Altima;7;1'08.9466;0.1299;0.0322;162.908
7;97;Шейн ван Гисберген;None;Holden Commodore VF;7;1'08.9859;0.1692;0.0393;162.815
8;23;Майкл Карузо;None;Nissan Altima;7;1'08.9946;0.1779;0.0087;162.795
9;88;Джейми Уинкап;None;Holden Commodore VF;8;1'09.0056;0.1889;0.0110;162.769
10;6;Кэмерон Уотерс;None;Ford Falcon FG-X;7;1'09.0453;0.2286;0.0397;162.675
11;8;Ник Перкат;None;Holden Commodore VF;8;1'09.0489;0.2322;0.0036;162.667
12;9;Дэвид Рейнольдс;None;Holden Commodore VF;9;1'09.0969;0.2802;0.0480;162.554
13;56;Джейсон Брайт;None;Ford Falcon FG-X;7;1'09.1137;0.2970;0.0168;162.514
14;12;Фабиан Култхард;None;Ford Falcon FG-X;8;1'09.1519;0.3352;0.0382;162.425
15;19;Уилл Дэвисон;None;Holden Commodore VF;7;1'09.1620;0.3453;0.0101;162.401
16;2;Скотт Пай;None;Holden Commodore VF;6;1'09.2261;0.4094;0.0641;162.250
17;33;Гарт Тандер;None;Holden Commodore VF;6;1'09.3141;0.4974;0.0880;162.044
18;99;Дейл Вуд;None;Holden Commodore VF;9;1'09.3231;0.5064;0.0090;162.023
19;22;Джеймс Кортни;None;Holden Commodore VF;8;1'09.3349;0.5182;0.0118;161.996
20;36;Тодд Хазелвуд;None;Holden Commodore VF;8;1'09.3998;0.5831;0.0649;161.844
21;18;Ли Холдсуорт;None;Holden Commodore VF;7;1'09.4061;0.5894;0.0063;161.830
22;21;Тим Бланкард;None;Holden Commodore VF;6;1'09.4598;0.6431;0.0537;161.705
23;7;Тодд Келли;None;Nissan Altima;8;1'09.4661;0.6494;0.0063;161.690
24;28;Джек ЛеБрок;None;Nissan Altima;9;1'09.5630;0.7463;0.0969;161.465
25;31;Джеймс Голдинг;None;Holden Commodore VF;8;1'09.5858;0.7691;0.0228;161.412
26;26;Shae Davies;None;Nissan Altima;7;1'09.5886;0.7719;0.0028;161.405
27;78;Симона де Сильвестро;None;Nissan Altima;8;1'09.6683;0.8516;0.0797;161.221
28;34;Джеймс Моффат;None;Holden Commodore VF;6;1'09.8465;1.0298;0.1782;160.809
29;3;Алекс Дэвисон;None;Holden Commodore VF;9;1'09.9492;1.1325;0.1027;160.573
30;62;Алекс Рулло;None;Holden Commodore VF;6;1'10.5631;1.7464;0.6139;159.176
