Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;14;Тим Слейд;None;Holden Commodore VF;22;1'08.9768;None;None;162.837
2;17;Скотт Маклафлин;None;Ford Falcon FG-X;15;1'09.0490;0.0722;0.0722;162.667
3;12;Фабиан Култхард;None;Ford Falcon FG-X;15;1'09.0555;0.0787;0.0065;162.651
4;97;Шейн ван Гисберген;None;Holden Commodore VF;18;1'09.2269;0.2501;0.1714;162.249
5;9;Дэвид Рейнольдс;None;Holden Commodore VF;19;1'09.2436;0.2668;0.0167;162.209
6;18;Ли Холдсуорт;None;Holden Commodore VF;22;1'09.2536;0.2768;0.0100;162.186
7;23;Майкл Карузо;None;Nissan Altima;17;1'09.2623;0.2855;0.0087;162.166
8;15;Рик Келли;None;Nissan Altima;21;1'09.2733;0.2965;0.0110;162.140
9;36;Тодд Хазелвуд;None;Holden Commodore VF;17;1'09.3122;0.3354;0.0389;162.049
10;8;Ник Перкат;None;Holden Commodore VF;22;1'09.3458;0.3690;0.0336;161.970
11;55;Час Мостер;None;Ford Falcon FG-X;20;1'09.4184;0.4416;0.0726;161.801
12;28;Джек ЛеБрок;None;Nissan Altima;22;1'09.4309;0.4541;0.0125;161.772
13;21;Тим Бланкард;None;Holden Commodore VF;20;1'09.4399;0.4631;0.0090;161.751
14;888;Крэг Лаундес;None;Holden Commodore VF;21;1'09.4693;0.4925;0.0294;161.682
15;26;Shae Davies;None;Nissan Altima;21;1'09.5220;0.5452;0.0527;161.560
16;88;Джейми Уинкап;None;Holden Commodore VF;18;1'09.5275;0.5507;0.0055;161.547
17;6;Кэмерон Уотерс;None;Ford Falcon FG-X;16;1'09.5552;0.5784;0.0277;161.483
18;19;Уилл Дэвисон;None;Holden Commodore VF;18;1'09.5558;0.5790;0.0006;161.481
19;56;Джейсон Брайт;None;Ford Falcon FG-X;20;1'09.5622;0.5854;0.0064;161.467
20;33;Гарт Тандер;None;Holden Commodore VF;20;1'09.5626;0.5858;0.0004;161.466
21;22;Джеймс Кортни;None;Holden Commodore VF;16;1'09.6699;0.6931;0.1073;161.217
22;7;Тодд Келли;None;Nissan Altima;18;1'09.6917;0.7149;0.0218;161.166
23;31;Джеймс Голдинг;None;Holden Commodore VF;21;1'09.7173;0.7405;0.0256;161.107
24;5;Марк Винтерботтом;None;Ford Falcon FG-X;17;1'09.7360;0.7592;0.0187;161.064
25;78;Симона де Сильвестро;None;Nissan Altima;21;1'09.7492;0.7724;0.0132;161.034
26;99;Дейл Вуд;None;Holden Commodore VF;20;1'09.7847;0.8079;0.0355;160.952
27;2;Скотт Пай;None;Holden Commodore VF;21;1'09.9630;0.9862;0.1783;160.542
28;3;Алекс Дэвисон;None;Holden Commodore VF;23;1'10.2168;1.2400;0.2538;159.961
29;34;Джеймс Моффат;None;Holden Commodore VF;24;1'10.2364;1.2596;0.0196;159.917
30;62;Алекс Рулло;None;Holden Commodore VF;21;1'10.7764;1.7996;0.5400;158.696
