Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;22;Джеймс Кортни;None;Holden Commodore VF;16;1'09.7225;None;None;161.095
2;18;Ли Холдсуорт;None;Holden Commodore VF;22;1'09.8072;0.0847;0.0847;160.900
3;97;Шейн ван Гисберген;None;Holden Commodore VF;23;1'09.8387;0.1162;0.0315;160.827
4;2;Скотт Пай;None;Holden Commodore VF;26;1'09.8406;0.1181;0.0019;160.823
5;14;Тим Слейд;None;Holden Commodore VF;15;1'09.9739;0.2514;0.1333;160.516
6;17;Скотт Маклафлин;None;Ford Falcon FG-X;5;1'09.9854;0.2629;0.0115;160.490
7;12;Фабиан Култхард;None;Ford Falcon FG-X;29;1'10.0350;0.3125;0.0496;160.376
8;888;Крэг Лаундес;None;Holden Commodore VF;8;1'10.0776;0.3551;0.0426;160.279
9;33;Гарт Тандер;None;Holden Commodore VF;15;1'10.0798;0.3573;0.0022;160.274
10;56;Джейсон Брайт;None;Ford Falcon FG-X;25;1'10.1067;0.3842;0.0269;160.212
11;9;Дэвид Рейнольдс;None;Holden Commodore VF;10;1'10.1199;0.3974;0.0132;160.182
12;55;Час Мостер;None;Ford Falcon FG-X;6;1'10.1422;0.4197;0.0223;160.131
13;36;Тодд Хазелвуд;None;Holden Commodore VF;18;1'10.1638;0.4413;0.0216;160.082
14;7;Тодд Келли;None;Nissan Altima;16;1'10.1724;0.4499;0.0086;160.062
15;23;Майкл Карузо;None;Nissan Altima;16;1'10.2687;0.5462;0.0963;159.843
16;8;Ник Перкат;None;Holden Commodore VF;24;1'10.2948;0.5723;0.0261;159.784
17;88;Джейми Уинкап;None;Holden Commodore VF;8;1'10.3326;0.6101;0.0378;159.698
18;6;Кэмерон Уотерс;None;Ford Falcon FG-X;15;1'10.3427;0.6202;0.0101;159.675
19;31;Джеймс Голдинг;None;Holden Commodore VF;17;1'10.4399;0.7174;0.0972;159.455
20;15;Рик Келли;None;Nissan Altima;13;1'10.4402;0.7177;0.0003;159.454
21;5;Марк Винтерботтом;None;Ford Falcon FG-X;13;1'10.5156;0.7931;0.0754;159.283
22;19;Уилл Дэвисон;None;Holden Commodore VF;9;1'10.5627;0.8402;0.0471;159.177
23;26;Shae Davies;None;Nissan Altima;17;1'10.6170;0.8945;0.0543;159.055
24;99;Дейл Вуд;None;Holden Commodore VF;16;1'10.6188;0.8963;0.0018;159.051
25;21;Тим Бланкард;None;Holden Commodore VF;6;1'10.6385;0.9160;0.0197;159.006
26;3;Алекс Дэвисон;None;Holden Commodore VF;23;1'10.6461;0.9236;0.0076;158.989
27;28;Джек ЛеБрок;None;Nissan Altima;8;1'10.6681;0.9456;0.0220;158.940
28;78;Симона де Сильвестро;None;Nissan Altima;18;1'11.1137;1.3912;0.4456;157.944
29;34;Джеймс Моффат;None;Holden Commodore VF;5;1'11.7788;2.0563;0.6651;156.480
30;62;Алекс Рулло;None;Holden Commodore VF;1;1'18.3655;8.6430;6.5867;143.328
