Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;25;Час Мостер;None;Holden Commodore ZB;7;1'47.9688;None;None;165.047
2;17;Скотт Маклафлин;None;Ford Mustang GT;7;1'47.9745;0.0057;0.0057;165.038
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'48.2543;0.2855;0.2798;164.612
4;88;Джейми Уинкап;None;Holden Commodore ZB;6;1'48.4451;0.4763;0.1908;164.322
5;12;Фабиан Култхард;None;Ford Mustang GT;7;1'48.5220;0.5532;0.0769;164.206
6;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'48.5224;0.5536;0.0004;164.205
7;55;Джек ЛеБрок;None;Ford Mustang GT;5;1'48.5382;0.5694;0.0158;164.181
8;15;Рик Келли;None;Ford Mustang GT;7;1'48.5554;0.5866;0.0172;164.155
9;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'48.6934;0.7246;0.1380;163.947
10;7;Андре Хаймгартнер;None;Ford Mustang GT;5;1'48.7437;0.7749;0.0503;163.871
11;6;Кэмерон Уотерс;None;Ford Mustang GT;8;1'48.9573;0.9885;0.2136;163.550
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;6;1'49.2941;1.3253;0.3368;163.046
13;2;Брайс Фуллвуд;None;Holden Commodore ZB;9;1'49.4886;1.5198;0.1945;162.756
14;44;Джеймс Кортни;None;Ford Mustang GT;7;1'49.6391;1.6703;0.1505;162.533
15;8;Ник Перкат;None;Holden Commodore ZB;5;1'49.8715;1.9027;0.2324;162.189
16;14;Тодд Хазелвуд;None;Holden Commodore ZB;7;1'48.6907;0.7219;None;163.951
17;20;Скотт Пай;None;Holden Commodore ZB;4;1'48.7527;0.7839;0.0620;163.858
18;35;Гарри Джекобсон;None;Holden Commodore ZB;6;1'48.9240;0.9552;0.1713;163.600
19;18;Марк Винтерботтом;None;Holden Commodore ZB;5;1'49.0793;1.1105;0.1553;163.367
20;19;Алекс Дэвисон;None;Holden Commodore ZB;6;1'49.1080;1.1392;0.0287;163.324
21;4;Джек Смит;None;Holden Commodore ZB;2;1'50.0182;2.0494;0.9102;161.973
22;3;Маколи Джонс;None;Holden Commodore ZB;3;1'50.7034;2.7346;0.6852;160.970
23;22;Крис Питер;None;Holden Commodore ZB;3;1'51.0848;3.1160;0.3814;160.417
24;34;Зейн Годдард;None;Holden Commodore ZB;3;1'51.3281;3.3593;0.2433;160.067
