Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;12;Фабиан Култхард;None;Ford Mustang GT;24;45'32.9834;None;None;None;100
2;None;55;Джек ЛеБрок;None;Ford Mustang GT;24;45'33.4526;0.4692;0.4692;None;92
3;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;24;45'37.2701;4.2867;3.8175;None;86
4;None;7;Андре Хаймгартнер;None;Ford Mustang GT;24;45'37.6439;4.6605;0.3738;None;80
5;None;6;Кэмерон Уотерс;None;Ford Mustang GT;24;45'38.1464;5.1630;0.5025;None;74
6;None;15;Рик Келли;None;Ford Mustang GT;24;45'38.8126;5.8292;0.6662;None;68
7;None;20;Скотт Пай;None;Holden Commodore ZB;24;45'39.1678;6.1844;0.3552;None;64
8;None;99;Антон де Паскуале;None;Holden Commodore ZB;24;45'40.4591;7.4757;1.2913;None;60
9;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;24;45'43.6455;10.6621;3.1864;None;56
10;None;8;Ник Перкат;None;Holden Commodore ZB;24;45'46.1716;13.1882;2.5261;None;52
11;None;25;Час Мостер;None;Holden Commodore ZB;24;45'46.6588;13.6754;0.4872;None;48
12;None;5;Ли Холдсуорт;None;Ford Mustang GT;24;45'49.0423;16.0589;2.3835;None;46
13;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;24;45'50.1631;17.1797;1.1208;None;44
14;None;17;Скотт Маклафлин;None;Ford Mustang GT;24;45'50.2339;17.2505;0.0708;None;42
15;None;44;Джеймс Кортни;None;Ford Mustang GT;24;45'50.8658;17.8824;0.6319;None;40
16;None;34;Зейн Годдард;None;Holden Commodore ZB;24;45'53.0785;20.0951;2.2127;None;38
17;None;18;Марк Винтерботтом;None;Holden Commodore ZB;24;45'54.2309;21.2475;1.1524;None;36
18;None;88;Джейми Уинкап;None;Holden Commodore ZB;24;45'55.9407;22.9573;1.7098;None;34
19;None;35;Гарри Джекобсон;None;Holden Commodore ZB;24;45'56.4652;23.4818;0.5245;None;32
20;None;3;Маколи Джонс;None;Holden Commodore ZB;24;46'06.5983;33.6149;10.1331;None;30
21;None;22;Крис Питер;None;Holden Commodore ZB;24;46'08.9216;35.9382;2.3233;None;28
22;None;19;Алекс Дэвисон;None;Holden Commodore ZB;24;46'09.4526;36.4692;0.5310;None;26
23;None;4;Джек Смит;None;Holden Commodore ZB;24;46'22.7602;49.7768;13.3076;None;24
24;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;24;47'02.5662;1'29.5828;39.8060;None;22
