Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;25;Час Мостер;None;Holden Commodore ZB;8;1'50.9830;None;None;160.565
2;2;Брайс Фуллвуд;None;Holden Commodore ZB;8;1'51.0415;0.0585;0.0585;160.480
3;17;Скотт Маклафлин;None;Ford Mustang GT;8;1'51.1155;0.1325;0.0740;160.373
4;7;Андре Хаймгартнер;None;Ford Mustang GT;7;1'51.2086;0.2256;0.0931;160.239
5;4;Джек Смит;None;Holden Commodore ZB;10;1'51.2146;0.2316;0.0060;160.230
6;12;Фабиан Култхард;None;Ford Mustang GT;9;1'51.3761;0.3931;0.1615;159.998
7;15;Рик Келли;None;Ford Mustang GT;11;1'51.3956;0.4126;0.0195;159.970
8;97;Шейн ван Гисберген;None;Holden Commodore ZB;12;1'51.4228;0.4398;0.0272;159.931
9;34;Зейн Годдард;None;Holden Commodore ZB;19;1'51.4953;0.5123;0.0725;159.827
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;12;1'51.6487;0.6657;0.1534;159.607
11;5;Ли Холдсуорт;None;Ford Mustang GT;8;1'51.6762;0.6932;0.0275;159.568
12;6;Кэмерон Уотерс;None;Ford Mustang GT;11;1'51.6977;0.7147;0.0215;159.537
13;8;Ник Перкат;None;Holden Commodore ZB;11;1'51.7160;0.7330;0.0183;159.511
14;55;Джек ЛеБрок;None;Ford Mustang GT;11;1'51.8852;0.9022;0.1692;159.270
15;99;Антон де Паскуале;None;Holden Commodore ZB;9;1'51.9488;0.9658;0.0636;159.179
16;44;Джеймс Кортни;None;Ford Mustang GT;14;1'52.0342;1.0512;0.0854;159.058
17;19;Алекс Дэвисон;None;Holden Commodore ZB;14;1'52.0862;1.1032;0.0520;158.984
18;18;Марк Винтерботтом;None;Holden Commodore ZB;11;1'52.1028;1.1198;0.0166;158.961
19;22;Крис Питер;None;Holden Commodore ZB;10;1'52.1129;1.1299;0.0101;158.946
20;20;Скотт Пай;None;Holden Commodore ZB;4;1'52.1811;1.1981;0.0682;158.850
21;88;Джейми Уинкап;None;Holden Commodore ZB;2;1'52.2145;1.2315;0.0334;158.803
22;3;Маколи Джонс;None;Holden Commodore ZB;4;1'52.2245;1.2415;0.0100;158.788
23;35;Гарри Джекобсон;None;Holden Commodore ZB;15;1'52.3766;1.3936;0.1521;158.573
24;14;Тодд Хазелвуд;None;Holden Commodore ZB;15;1'52.4922;1.5092;0.1156;158.410
