Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;24;45'36.5443;None;None;None;100
2;None;7;Андре Хаймгартнер;None;Ford Mustang GT;24;45'37.6905;1.1462;1.1462;None;92
3;None;17;Скотт Маклафлин;None;Ford Mustang GT;24;45'38.4182;1.8739;0.7277;None;86
4;None;12;Фабиан Култхард;None;Ford Mustang GT;24;45'48.7487;12.2044;10.3305;None;80
5;None;99;Антон де Паскуале;None;Holden Commodore ZB;24;45'52.4079;15.8636;3.6592;None;74
6;None;15;Рик Келли;None;Ford Mustang GT;24;45'52.5742;16.0299;0.1663;None;68
7;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;24;45'53.4295;16.8852;0.8553;None;64
8;None;6;Кэмерон Уотерс;None;Ford Mustang GT;24;45'53.7309;17.1866;0.3014;None;60
9;None;8;Ник Перкат;None;Holden Commodore ZB;24;45'56.6300;20.0857;2.8991;None;56
10;None;55;Джек ЛеБрок;None;Ford Mustang GT;24;46'02.0761;25.5318;5.4461;None;52
11;None;25;Час Мостер;None;Holden Commodore ZB;24;46'02.1143;25.5700;0.0382;None;48
12;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;24;46'02.1700;25.6257;0.0557;None;46
13;None;20;Скотт Пай;None;Holden Commodore ZB;24;46'02.2220;25.6777;0.0520;None;44
14;None;44;Джеймс Кортни;None;Ford Mustang GT;24;46'03.3499;26.8056;1.1279;None;42
15;None;18;Марк Винтерботтом;None;Holden Commodore ZB;24;46'04.0815;27.5372;0.7316;None;40
16;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;24;46'04.3915;27.8472;0.3100;None;38
17;None;88;Джейми Уинкап;None;Holden Commodore ZB;24;46'10.0686;33.5243;5.6771;None;36
18;None;3;Маколи Джонс;None;Holden Commodore ZB;24;46'10.4047;33.8604;0.3361;None;34
19;None;22;Крис Питер;None;Holden Commodore ZB;24;46'15.6131;39.0688;5.2084;None;32
20;None;19;Алекс Дэвисон;None;Holden Commodore ZB;24;46'16.0066;39.4623;0.3935;None;30
21;None;4;Джек Смит;None;Holden Commodore ZB;24;46'16.3083;39.7640;0.3017;None;28
22;None;35;Гарри Джекобсон;None;Holden Commodore ZB;24;46'20.1023;43.5580;3.7940;None;26
23;None;5;Ли Холдсуорт;None;Ford Mustang GT;24;46'20.1739;43.6296;0.0716;None;24
24;None;34;Зейн Годдард;None;Holden Commodore ZB;24;46'44.1116;1'07.5673;23.9377;None;22
