Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;2;1'54.6016;None;None;166.584
2;12;Фабиан Култхард;None;Ford Falcon FG X;2;1'54.9312;0.3296;0.3296;166.106
3;1;Джейми Уинкап;None;Holden Commodore ZB;2;1'54.9782;0.3766;0.0470;166.038
4;55;Час Мостер;None;Ford Falcon FG X;4;1'55.3096;0.7080;0.3314;165.561
5;97;Шейн ван Гисберген;None;Holden Commodore ZB;2;1'55.3148;0.7132;0.0052;165.553
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;2;1'55.3205;0.7189;0.0057;165.545
7;8;Ник Перкат;None;Holden Commodore ZB;2;1'55.3571;0.7555;0.0366;165.493
8;2;Скотт Пай;None;Holden Commodore ZB;2;1'55.4792;0.8776;0.1221;165.318
9;6;Кэмерон Уотерс;None;Ford Falcon FG X;4;1'55.5424;0.9408;0.0632;165.227
10;33;Гарт Тандер;None;Holden Commodore ZB;2;1'55.6453;1.0437;0.1029;165.080
11;14;Тим Слейд;None;Holden Commodore ZB;2;1'55.6571;1.0555;0.0118;165.063
12;18;Ли Холдсуорт;None;Holden Commodore ZB;2;1'55.9581;1.3565;0.3010;164.635
13;99;Антон де Паскуале;None;Holden Commodore ZB;2;1'55.9747;1.3731;0.0166;164.611
14;7;Андре Хаймгартнер;None;Nissan Altima;3;1'56.1152;1.5136;0.1405;164.412
15;5;Марк Винтерботтом;None;Ford Falcon FG X;4;1'56.1568;1.5552;0.0416;164.353
16;230;Уилл Дэвисон;None;Ford Falcon FG X;2;1'56.1739;1.5723;0.0171;164.329
17;888;Крэг Лаундес;None;Holden Commodore ZB;4;1'56.3194;1.7178;0.1455;164.123
18;15;Рик Келли;None;Nissan Altima;3;1'56.4008;1.7992;0.0814;164.009
19;19;Джек ЛеБрок;None;Holden Commodore ZB;3;1'56.4169;1.8153;0.0161;163.986
20;25;Джеймс Кортни;None;Holden Commodore ZB;3;1'56.7086;2.1070;0.2917;163.576
21;78;Симона де Сильвестро;None;Nissan Altima;3;1'56.7399;2.1383;0.0313;163.532
22;34;Джеймс Голдинг;None;Holden Commodore ZB;4;1'56.8673;2.2657;0.1274;163.354
23;56;Ричи Стэнэвей;None;Ford Falcon FG X;3;1'57.0845;2.4829;0.2172;163.051
24;23;Майкл Карузо;None;Nissan Altima;4;1'57.5446;2.9430;0.4601;162.413
25;21;Тим Бланкард;None;Holden Commodore ZB;4;1'57.7028;3.1012;0.1582;162.194
26;35;Тодд Хазелвуд;None;Ford Falcon FG X;3;2'10.8889;16.2873;13.1861;145.854
