Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;1;Джейми Уинкап;None;Holden Commodore ZB;2;1'54.9974;None;None;166.010
2;17;Скотт Маклафлин;None;Ford Falcon FG X;2;1'55.0855;0.0881;0.0881;165.883
3;12;Фабиан Култхард;None;Ford Falcon FG X;2;1'55.3880;0.3906;0.3025;165.448
4;6;Кэмерон Уотерс;None;Ford Falcon FG X;2;1'55.5720;0.5746;0.1840;165.185
5;8;Ник Перкат;None;Holden Commodore ZB;2;1'55.5827;0.5853;0.0107;165.170
6;23;Майкл Карузо;None;Nissan Altima;2;1'55.5920;0.5946;0.0093;165.156
7;97;Шейн ван Гисберген;None;Holden Commodore ZB;2;1'55.5938;0.5964;0.0018;165.154
8;9;Дэвид Рейнольдс;None;Holden Commodore ZB;2;1'55.6296;0.6322;0.0358;165.103
9;55;Час Мостер;None;Ford Falcon FG X;2;1'55.6387;0.6413;0.0091;165.090
10;5;Марк Винтерботтом;None;Ford Falcon FG X;2;1'55.8122;0.8148;0.1735;164.842
11;14;Тим Слейд;None;Holden Commodore ZB;4;1'55.8338;0.8364;0.0216;164.811
12;15;Рик Келли;None;Nissan Altima;2;1'55.9128;0.9154;0.0790;164.699
13;230;Уилл Дэвисон;None;Ford Falcon FG X;2;1'56.0022;1.0048;0.0894;164.572
14;2;Скотт Пай;None;Holden Commodore ZB;2;1'56.0092;1.0118;0.0070;164.562
15;18;Ли Холдсуорт;None;Holden Commodore ZB;2;1'56.1056;1.1082;0.0964;164.426
16;99;Антон де Паскуале;None;Holden Commodore ZB;2;1'56.2864;1.2890;0.1808;164.170
17;7;Андре Хаймгартнер;None;Nissan Altima;2;1'56.2886;1.2912;0.0022;164.167
18;21;Тим Бланкард;None;Holden Commodore ZB;2;1'56.4050;1.4076;0.1164;164.003
19;34;Джеймс Голдинг;None;Holden Commodore ZB;2;1'56.4381;1.4407;0.0331;163.956
20;19;Джек ЛеБрок;None;Holden Commodore ZB;3;1'56.5009;1.5035;0.0628;163.868
21;78;Симона де Сильвестро;None;Nissan Altima;2;1'56.7025;1.7051;0.2016;163.585
22;35;Тодд Хазелвуд;None;Ford Falcon FG X;2;1'56.7122;1.7148;0.0097;163.571
23;25;Джеймс Кортни;None;Holden Commodore ZB;3;1'56.9111;1.9137;0.1989;163.293
24;33;Гарт Тандер;None;Holden Commodore ZB;4;1'56.9992;2.0018;0.0881;163.170
25;56;Ричи Стэнэвей;None;Ford Falcon FG X;2;1'57.0642;2.0668;0.0650;163.079
26;888;Крэг Лаундес;None;Holden Commodore ZB;3;1'57.0811;2.0837;0.0169;163.056
