Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;1;Джейми Уинкап;None;Holden Commodore ZB;13;31'49.4088;None;None;None;50
2;None;17;Скотт Маклафлин;None;Ford Falcon FG X;13;31'53.6123;4.2035;4.2035;None;46
3;None;12;Фабиан Култхард;None;Ford Falcon FG X;13;31'54.4067;4.9979;0.7944;None;43
4;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;31'58.6995;9.2907;4.2928;None;40
5;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;13;31'59.4892;10.0804;0.7897;None;37
6;None;55;Час Мостер;None;Ford Falcon FG X;13;32'02.5130;13.1042;3.0238;None;34
7;None;8;Ник Перкат;None;Holden Commodore ZB;13;32'04.7523;15.3435;2.2393;None;32
8;None;23;Майкл Карузо;None;Nissan Altima;13;32'05.2328;15.8240;0.4805;None;30
9;None;5;Марк Винтерботтом;None;Ford Falcon FG X;13;32'05.9728;16.5640;0.7400;None;28
10;None;14;Тим Слейд;None;Holden Commodore ZB;13;32'06.9220;17.5132;0.9492;None;26
11;None;2;Скотт Пай;None;Holden Commodore ZB;13;32'12.3152;22.9064;5.3932;None;24
12;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;13;32'14.5174;25.1086;2.2022;None;23
13;None;15;Рик Келли;None;Nissan Altima;13;32'16.6171;27.2083;2.0997;None;22
14;None;230;Уилл Дэвисон;None;Ford Falcon FG X;13;32'17.0870;27.6782;0.4699;None;21
15;None;18;Ли Холдсуорт;None;Holden Commodore ZB;13;32'17.4931;28.0843;0.4061;None;20
16;None;7;Андре Хаймгартнер;None;Nissan Altima;13;32'20.3187;30.9099;2.8256;None;19
17;None;34;Джеймс Голдинг;None;Holden Commodore ZB;13;32'29.2197;39.8109;8.9010;None;18
18;None;33;Гарт Тандер;None;Holden Commodore ZB;13;32'31.2914;41.8826;2.0717;None;17
19;None;99;Антон де Паскуале;None;Holden Commodore ZB;13;32'32.0405;42.6317;0.7491;None;16
20;None;25;Джеймс Кортни;None;Holden Commodore ZB;13;32'33.2923;43.8835;1.2518;None;15
21;None;21;Тим Бланкард;None;Holden Commodore ZB;13;32'37.4414;48.0326;4.1491;None;14
22;None;19;Джек ЛеБрок;None;Holden Commodore ZB;13;32'38.6461;49.2373;1.2047;None;13
23;None;78;Симона де Сильвестро;None;Nissan Altima;13;33'20.7516;1'31.3428;42.1055;None;12
None;None;888;Крэг Лаундес;None;Holden Commodore ZB;9;23'25.8397;4 Laps;4 Laps;Сход;None
None;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;9;32'39.2968;4 Laps;9'13.4571;Сход;None
None;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;3;9'43.3007;10 Laps;6 Laps;Сход;None
