Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;14;Тим Слейд;None;Holden Commodore ZB;15;1'57.1941;None;None;162.898
2;888;Крэг Лаундес;None;Holden Commodore ZB;7;1'57.2101;0.0160;0.0160;162.876
3;23;Майкл Карузо;None;Nissan Altima;18;1'57.5159;0.3218;0.3058;162.452
4;17;Скотт Маклафлин;None;Ford Falcon FG X;13;1'57.5180;0.3239;0.0021;162.450
5;56;Ричи Стэнэвей;None;Ford Falcon FG X;13;1'57.5533;0.3592;0.0353;162.401
6;230;Уилл Дэвисон;None;Ford Falcon FG X;8;1'57.7851;0.5910;0.2318;162.081
7;6;Кэмерон Уотерс;None;Ford Falcon FG X;16;1'57.8562;0.6621;0.0711;161.983
8;1;Джейми Уинкап;None;Holden Commodore ZB;13;1'57.8661;0.6720;0.0099;161.970
9;19;Джек ЛеБрок;None;Holden Commodore ZB;11;1'57.8775;0.6834;0.0114;161.954
10;15;Рик Келли;None;Nissan Altima;13;1'57.8824;0.6883;0.0049;161.947
11;8;Ник Перкат;None;Holden Commodore ZB;16;1'57.8962;0.7021;0.0138;161.928
12;12;Фабиан Култхард;None;Ford Falcon FG X;14;1'57.9009;0.7068;0.0047;161.922
13;99;Антон де Паскуале;None;Holden Commodore ZB;14;1'58.0141;0.8200;0.1132;161.767
14;34;Джеймс Голдинг;None;Holden Commodore ZB;15;1'58.0386;0.8445;0.0245;161.733
15;7;Андре Хаймгартнер;None;Nissan Altima;18;1'58.1913;0.9972;0.1527;161.524
16;25;Джеймс Кортни;None;Holden Commodore ZB;16;1'58.2068;1.0127;0.0155;161.503
17;5;Марк Винтерботтом;None;Ford Falcon FG X;8;1'58.2482;1.0541;0.0414;161.446
18;55;Час Мостер;None;Ford Falcon FG X;2;1'58.3586;1.1645;0.1104;161.296
19;97;Шейн ван Гисберген;None;Holden Commodore ZB;2;1'58.3718;1.1777;0.0132;161.278
20;35;Тодд Хазелвуд;None;Ford Falcon FG X;14;1'58.3772;1.1831;0.0054;161.270
21;9;Дэвид Рейнольдс;None;Holden Commodore ZB;4;1'58.4028;1.2087;0.0256;161.236
22;33;Гарт Тандер;None;Holden Commodore ZB;2;1'58.4362;1.2421;0.0334;161.190
23;2;Скотт Пай;None;Holden Commodore ZB;14;1'58.4868;1.2927;0.0506;161.121
24;18;Ли Холдсуорт;None;Holden Commodore ZB;9;1'58.6119;1.4178;0.1251;160.951
25;21;Тим Бланкард;None;Holden Commodore ZB;16;1'58.7409;1.5468;0.1290;160.776
26;78;Симона де Сильвестро;None;Nissan Altima;2;2'00.6347;3.4406;1.8938;158.252
