Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;1;Джейми Уинкап;None;Holden Commodore ZB;5;2'13.0872;None;None;143.445
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;7;2'13.5061;0.4189;0.4189;142.995
3;55;Час Мостер;None;Ford Falcon FG X;9;2'13.7121;0.6249;0.2060;142.775
4;17;Скотт Маклафлин;None;Ford Falcon FG X;9;2'13.7182;0.6310;0.0061;142.768
5;14;Тим Слейд;None;Holden Commodore ZB;8;2'13.9773;0.8901;0.2591;142.492
6;8;Ник Перкат;None;Holden Commodore ZB;8;2'13.9990;0.9118;0.0217;142.469
7;12;Фабиан Култхард;None;Ford Falcon FG X;7;2'14.0167;0.9295;0.0177;142.450
8;6;Кэмерон Уотерс;None;Ford Falcon FG X;12;2'14.0455;0.9583;0.0288;142.420
9;23;Майкл Карузо;None;Nissan Altima;12;2'14.1527;1.0655;0.1072;142.306
10;5;Марк Винтерботтом;None;Ford Falcon FG X;7;2'14.2835;1.1963;0.1308;142.167
11;33;Гарт Тандер;None;Holden Commodore ZB;8;2'14.3195;1.2323;0.0360;142.129
12;7;Андре Хаймгартнер;None;Nissan Altima;11;2'14.4711;1.3839;0.1516;141.969
13;56;Ричи Стэнэвей;None;Ford Falcon FG X;9;2'14.5538;1.4666;0.0827;141.882
14;2;Скотт Пай;None;Holden Commodore ZB;6;2'14.5971;1.5099;0.0433;141.836
15;25;Джеймс Кортни;None;Holden Commodore ZB;8;2'14.6495;1.5623;0.0524;141.781
16;18;Ли Холдсуорт;None;Holden Commodore ZB;7;2'14.8918;1.8046;0.2423;141.526
17;78;Симона де Сильвестро;None;Nissan Altima;8;2'14.9616;1.8744;0.0698;141.453
18;888;Крэг Лаундес;None;Holden Commodore ZB;8;2'14.9633;1.8761;0.0017;141.451
19;9;Дэвид Рейнольдс;None;Holden Commodore ZB;10;2'14.9709;1.8837;0.0076;141.443
20;34;Джеймс Голдинг;None;Holden Commodore ZB;12;2'15.0656;1.9784;0.0947;141.344
21;230;Уилл Дэвисон;None;Ford Falcon FG X;9;2'15.1680;2.0808;0.1024;141.237
22;19;Джек ЛеБрок;None;Holden Commodore ZB;10;2'15.3439;2.2567;0.1759;141.054
23;15;Рик Келли;None;Nissan Altima;12;2'15.3577;2.2705;0.0138;141.039
24;99;Антон де Паскуале;None;Holden Commodore ZB;12;2'15.7161;2.6289;0.3584;140.667
25;21;Тим Бланкард;None;Holden Commodore ZB;6;2'15.8374;2.7502;0.1213;140.541
26;35;Тодд Хазелвуд;None;Ford Falcon FG X;3;2'21.5185;8.4313;5.6811;134.899
