Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;10;1'55.2981;None;None;165.577
2;1;Джейми Уинкап;None;Holden Commodore ZB;9;1'55.4398;0.1417;0.1417;165.374
3;12;Фабиан Култхард;None;Ford Falcon FG X;8;1'55.8824;0.5843;0.4426;164.742
4;8;Ник Перкат;None;Holden Commodore ZB;9;1'55.9057;0.6076;0.0233;164.709
5;2;Скотт Пай;None;Holden Commodore ZB;8;1'55.9710;0.6729;0.0653;164.617
6;15;Рик Келли;None;Nissan Altima;9;1'56.0961;0.7980;0.1251;164.439
7;7;Андре Хаймгартнер;None;Nissan Altima;10;1'56.1069;0.8088;0.0108;164.424
8;9;Дэвид Рейнольдс;None;Holden Commodore ZB;9;1'56.1389;0.8408;0.0320;164.379
9;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;1'56.1654;0.8673;0.0265;164.341
10;5;Марк Винтерботтом;None;Ford Falcon FG X;9;1'56.1683;0.8702;0.0029;164.337
11;888;Крэг Лаундес;None;Holden Commodore ZB;9;1'56.3038;1.0057;0.1355;164.145
12;33;Гарт Тандер;None;Holden Commodore ZB;10;1'56.3206;1.0225;0.0168;164.122
13;14;Тим Слейд;None;Holden Commodore ZB;9;1'56.3532;1.0551;0.0326;164.076
14;6;Кэмерон Уотерс;None;Ford Falcon FG X;8;1'56.3901;1.0920;0.0369;164.024
15;55;Час Мостер;None;Ford Falcon FG X;9;1'56.4010;1.1029;0.0109;164.008
16;230;Уилл Дэвисон;None;Ford Falcon FG X;10;1'56.5276;1.2295;0.1266;163.830
17;18;Ли Холдсуорт;None;Holden Commodore ZB;10;1'56.5883;1.2902;0.0607;163.745
18;25;Джеймс Кортни;None;Holden Commodore ZB;9;1'56.7332;1.4351;0.1449;163.542
19;99;Антон де Паскуале;None;Holden Commodore ZB;8;1'56.8792;1.5811;0.1460;163.337
20;35;Тодд Хазелвуд;None;Ford Falcon FG X;10;1'56.9248;1.6267;0.0456;163.274
21;78;Симона де Сильвестро;None;Nissan Altima;9;1'56.9333;1.6352;0.0085;163.262
22;21;Тим Бланкард;None;Holden Commodore ZB;7;1'56.9590;1.6609;0.0257;163.226
23;19;Джек ЛеБрок;None;Holden Commodore ZB;11;1'57.0480;1.7499;0.0890;163.102
24;56;Ричи Стэнэвей;None;Ford Falcon FG X;9;1'57.2253;1.9272;0.1773;162.855
25;34;Джеймс Голдинг;None;Holden Commodore ZB;11;1'58.2245;2.9264;0.9992;161.479
26;23;Майкл Карузо;None;Nissan Altima;9;1'58.8552;3.5571;0.6307;160.622
