Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;12;Фабиан Култхард;None;Ford Falcon FG-X;51;1:36'25.3805;None;None;None;150
2;None;88;Джейми Уинкап;None;Holden Commodore VF;51;1:36'26.3157;0.9352;0.9352;None;138
3;None;33;Гарт Тандер;None;Holden Commodore VF;51;1:36'26.4066;1.0261;0.0909;None;129
4;None;97;Шейн ван Гисберген;None;Holden Commodore VF;51;1:36'29.1940;3.8135;2.7874;None;120
5;None;23;Майкл Карузо;None;Nissan Altima;51;1:36'29.4710;4.0905;0.2770;None;111
6;None;7;Тодд Келли;None;Nissan Altima;51;1:36'29.7586;4.3781;0.2876;None;102
7;None;56;Джейсон Брайт;None;Ford Falcon FG-X;51;1:36'30.0826;4.7021;0.3240;None;96
8;None;5;Марк Винтерботтом;None;Ford Falcon FG-X;51;1:36'31.7609;6.3804;1.6783;None;90
9;None;19;Уилл Дэвисон;None;Holden Commodore VF;51;1:36'33.8960;8.5155;2.1351;None;84
10;None;17;Скотт Маклафлин;None;Ford Falcon FG-X;51;1:36'34.7367;9.3562;0.8407;None;78
11;None;55;Час Мостер;None;Ford Falcon FG-X;51;1:36'34.8752;9.4947;0.1385;None;72
12;None;888;Крэг Лаундес;None;Holden Commodore VF;51;1:36'38.3078;12.9273;3.4326;None;54
13;None;78;Симона де Сильвестро;None;Nissan Altima;51;1:36'44.3103;18.9298;6.0025;None;66
14;None;34;Джеймс Моффат;None;Holden Commodore VF;50;1:36'26.8528;1 Lap;1 Lap;None;63
15;None;21;Тим Бланкард;None;Holden Commodore VF;50;1:36'30.4637;1 Lap;3.6109;None;60
16;None;15;Рик Келли;None;Nissan Altima;50;1:36'31.6571;1 Lap;1.1934;None;57
17;None;2;Скотт Пай;None;Holden Commodore VF;50;1:36'32.8941;1 Lap;1.2370;None;54
18;None;14;Тим Слейд;None;Holden Commodore VF;50;1:36'33.3134;1 Lap;0.4193;None;51
19;None;6;Кэмерон Уотерс;None;Ford Falcon FG-X;50;1:36'33.8088;1 Lap;0.4954;None;48
20;None;3;Таз Дуглас;None;Holden Commodore VF;49;1:36'47.5100;2 Laps;1 Lap;None;45
21;None;22;Джеймс Кортни;None;Holden Commodore VF;48;1:36'34.5967;3 Laps;1 Lap;None;42
22;None;18;Ли Холдсуорт;None;Holden Commodore VF;43;1:36'48.1516;8 Laps;5 Laps;None;39
None;None;62;Алекс Рулло;None;Holden Commodore VF;51;1:39'01.3796;2'35.9991;2'13.2280;Сход;None
None;None;8;Ник Перкат;None;Holden Commodore VF;35;1:29'26.2178;16 Laps;16 Laps;Сход;None
None;None;9;Дэвид Рейнольдс;None;Holden Commodore VF;10;16'48.1124;41 Laps;25 Laps;Сход;None
None;None;99;Дейл Вуд;None;Holden Commodore VF;7;11'14.6583;44 Laps;3 Laps;Сход;None
