Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;9;1'29.0621;None;None;179.672
2;12;Фабиан Култхард;None;Ford Falcon FG-X;8;1'29.3462;0.2841;0.2841;179.101
3;88;Джейми Уинкап;None;Holden Commodore VF;8;1'29.4060;0.3439;0.0598;178.981
4;5;Марк Винтерботтом;None;Ford Falcon FG-X;9;1'29.6765;0.6144;0.2705;178.441
5;6;Кэмерон Уотерс;None;Ford Falcon FG-X;8;1'29.7032;0.6411;0.0267;178.388
6;55;Час Мостер;None;Ford Falcon FG-X;9;1'29.7236;0.6615;0.0204;178.347
7;888;Крэг Лаундес;None;Holden Commodore VF;9;1'29.8470;0.7849;0.1234;178.102
8;97;Шейн ван Гисберген;None;Holden Commodore VF;8;1'29.9305;0.8684;0.0835;177.937
9;23;Майкл Карузо;None;Nissan Altima;10;1'29.9915;0.9294;0.0610;177.816
10;15;Рик Келли;None;Nissan Altima;10;1'30.0638;1.0017;0.0723;177.674
11;9;Дэвид Рейнольдс;None;Holden Commodore VF;7;1'30.0663;1.0042;0.0025;177.669
12;14;Тим Слейд;None;Holden Commodore VF;10;1'30.0694;1.0073;0.0031;177.663
13;22;Джеймс Кортни;None;Holden Commodore VF;9;1'30.1206;1.0585;0.0512;177.562
14;56;Джейсон Брайт;None;Ford Falcon FG-X;9;1'30.1857;1.1236;0.0651;177.433
15;18;Ли Холдсуорт;None;Holden Commodore VF;9;1'30.2988;1.2367;0.1131;177.211
16;7;Тодд Келли;None;Nissan Altima;8;1'30.3133;1.2512;0.0145;177.183
17;19;Уилл Дэвисон;None;Holden Commodore VF;8;1'30.3958;1.3337;0.0825;177.021
18;2;Скотт Пай;None;Holden Commodore VF;9;1'30.4078;1.3457;0.0120;176.998
19;8;Ник Перкат;None;Holden Commodore VF;9;1'30.4605;1.3984;0.0527;176.894
20;33;Гарт Тандер;None;Holden Commodore VF;10;1'30.5572;1.4951;0.0967;176.705
21;78;Симона де Сильвестро;None;Nissan Altima;9;1'30.6349;1.5728;0.0777;176.554
22;99;Дейл Вуд;None;Holden Commodore VF;9;1'30.6834;1.6213;0.0485;176.460
23;34;Джеймс Моффат;None;Holden Commodore VF;10;1'30.7036;1.6415;0.0202;176.420
24;21;Тим Бланкард;None;Holden Commodore VF;6;1'30.9313;1.8692;0.2277;175.979
25;62;Алекс Рулло;None;Holden Commodore VF;10;1'31.2149;2.1528;0.2836;175.431
26;3;Таз Дуглас;None;Holden Commodore VF;9;1'31.3978;2.3357;0.1829;175.080
