Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс;None;Holden Commodore VF;16;1'30.8476;None;None;176.141
2;97;Шейн ван Гисберген;None;Holden Commodore VF;17;1'30.8486;0.0010;0.0010;176.139
3;7;Тодд Келли;None;Nissan Altima;18;1'30.9184;0.0708;0.0698;176.003
4;19;Уилл Дэвисон;None;Holden Commodore VF;17;1'30.9826;0.1350;0.0642;175.879
5;18;Ли Холдсуорт;None;Holden Commodore VF;19;1'31.1033;0.2557;0.1207;175.646
6;22;Джеймс Кортни;None;Holden Commodore VF;15;1'31.1331;0.2855;0.0298;175.589
7;14;Тим Слейд;None;Holden Commodore VF;18;1'31.1797;0.3321;0.0466;175.499
8;12;Фабиан Култхард;None;Ford Falcon FG-X;19;1'31.1994;0.3518;0.0197;175.461
9;17;Скотт Маклафлин;None;Ford Falcon FG-X;20;1'31.2877;0.4401;0.0883;175.291
10;55;Час Мостер;None;Ford Falcon FG-X;19;1'31.3276;0.4800;0.0399;175.215
11;88;Джейми Уинкап;None;Holden Commodore VF;16;1'31.3361;0.4885;0.0085;175.199
12;2;Скотт Пай;None;Holden Commodore VF;17;1'31.3515;0.5039;0.0154;175.169
13;23;Майкл Карузо;None;Nissan Altima;16;1'31.5554;0.7078;0.2039;174.779
14;15;Рик Келли;None;Nissan Altima;9;1'31.6968;0.8492;0.1414;174.509
15;5;Марк Винтерботтом;None;Ford Falcon FG-X;16;1'31.7291;0.8815;0.0323;174.448
16;33;Гарт Тандер;None;Holden Commodore VF;14;1'31.7456;0.8980;0.0165;174.417
17;888;Крэг Лаундес;None;Holden Commodore VF;18;1'31.8526;1.0050;0.1070;174.213
18;34;Джеймс Моффат;None;Holden Commodore VF;18;1'31.8527;1.0051;0.0001;174.213
19;56;Джейсон Брайт;None;Ford Falcon FG-X;17;1'31.9061;1.0585;0.0534;174.112
20;6;Кэмерон Уотерс;None;Ford Falcon FG-X;13;1'31.9590;1.1114;0.0529;174.012
21;8;Ник Перкат;None;Holden Commodore VF;16;1'31.9783;1.1307;0.0193;173.975
22;99;Дейл Вуд;None;Holden Commodore VF;14;1'32.0156;1.1680;0.0373;173.905
23;78;Симона де Сильвестро;None;Nissan Altima;18;1'32.3001;1.4525;0.2845;173.369
24;21;Тим Бланкард;None;Holden Commodore VF;16;1'32.8381;1.9905;0.5380;172.364
25;62;Алекс Рулло;None;Holden Commodore VF;15;1'33.8000;2.9524;0.9619;170.597
26;3;Таз Дуглас;None;Holden Commodore VF;12;1'34.0567;3.2091;0.2567;170.131
