Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;45;1'31.5867;None;None;174.719
2;12;Фабиан Култхард;None;Ford Falcon FG-X;44;1'31.9253;0.3386;0.3386;174.076
3;9;Дэвид Рейнольдс;None;Holden Commodore VF;3;1'32.1080;0.5213;0.1827;173.730
4;888;Крэг Лаундес;None;Holden Commodore VF;46;1'32.2461;0.6594;0.1381;173.470
5;5;Марк Винтерботтом;None;Ford Falcon FG-X;3;1'32.2952;0.7085;0.0491;173.378
6;56;Джейсон Брайт;None;Ford Falcon FG-X;30;1'32.2971;0.7104;0.0019;173.374
7;97;Шейн ван Гисберген;None;Holden Commodore VF;3;1'32.3000;0.7133;0.0029;173.369
8;18;Ли Холдсуорт;None;Holden Commodore VF;22;1'32.4092;0.8225;0.1092;173.164
9;14;Тим Слейд;None;Holden Commodore VF;29;1'32.4470;0.8603;0.0378;173.093
10;55;Час Мостер;None;Ford Falcon FG-X;3;1'32.4910;0.9043;0.0440;173.011
11;6;Кэмерон Уотерс;None;Ford Falcon FG-X;2;1'32.5055;0.9188;0.0145;172.984
12;88;Джейми Уинкап;None;Holden Commodore VF;45;1'32.5233;0.9366;0.0178;172.951
13;19;Уилл Дэвисон;None;Holden Commodore VF;34;1'32.5298;0.9431;0.0065;172.938
14;15;Рик Келли;None;Nissan Altima;2;1'32.5762;0.9895;0.0464;172.852
15;2;Скотт Пай;None;Holden Commodore VF;3;1'32.6877;1.1010;0.1115;172.644
16;34;Джеймс Моффат;None;Holden Commodore VF;2;1'32.7834;1.1967;0.0957;172.466
17;8;Ник Перкат;None;Holden Commodore VF;2;1'32.7957;1.2090;0.0123;172.443
18;21;Тим Бланкард;None;Holden Commodore VF;32;1'32.8011;1.2144;0.0054;172.433
19;33;Гарт Тандер;None;Holden Commodore VF;3;1'32.9348;1.3481;0.1337;172.185
20;22;Джеймс Кортни;None;Holden Commodore VF;16;1'32.9810;1.3943;0.0462;172.099
21;99;Дейл Вуд;None;Holden Commodore VF;2;1'32.9948;1.4081;0.0138;172.074
22;23;Майкл Карузо;None;Nissan Altima;4;1'33.0484;1.4617;0.0536;171.975
23;62;Алекс Рулло;None;Holden Commodore VF;31;1'33.2801;1.6934;0.2317;171.547
24;78;Симона де Сильвестро;None;Nissan Altima;47;1'33.6240;2.0373;0.3439;170.917
25;7;Тодд Келли;None;Nissan Altima;31;1'33.7106;2.1239;0.0866;170.759
26;3;Таз Дуглас;None;Holden Commodore VF;3;1'33.8055;2.2188;0.0949;170.587
