Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;55;Час Мостер;None;Ford Falcon FG-X;57;1:38'54.3876;None;None;None;150
2;None;5;Марк Винтерботтом;None;Ford Falcon FG-X;57;1:38'57.2915;2.9039;2.9039;None;138
3;None;9;Дэвид Рейнольдс;None;Holden Commodore VF;57;1:38'57.9351;3.5475;0.6436;None;129
4;None;34;Джеймс Моффат;None;Holden Commodore VF;57;1:39'04.3217;9.9341;6.3866;None;120
5;None;18;Ли Холдсуорт;None;Holden Commodore VF;57;1:39'05.0029;10.6153;0.6812;None;111
6;None;6;Кэмерон Уотерс;None;Ford Falcon FG-X;57;1:39'10.7749;16.3873;5.7720;None;67
7;None;33;Гарт Тандер;None;Holden Commodore VF;57;1:39'12.1445;17.7569;1.3696;None;96
8;None;99;Дейл Вуд;None;Holden Commodore VF;57;1:39'15.6049;21.2173;3.4604;None;65
9;None;15;Рик Келли;None;Nissan Altima;57;1:39'16.7325;22.3449;1.1276;None;84
10;None;23;Майкл Карузо;None;Nissan Altima;57;1:39'16.9220;22.5344;0.1895;None;78
11;None;7;Тодд Келли;None;Nissan Altima;57;1:39'18.7875;24.3999;1.8655;None;72
12;None;2;Скотт Пай;None;Holden Commodore VF;57;1:39'22.1286;27.7410;3.3411;None;69
13;None;78;Симона де Сильвестро;None;Nissan Altima;57;1:39'25.3461;30.9585;3.2175;None;66
14;None;17;Скотт Маклафлин;None;Ford Falcon FG-X;57;1:39'25.7361;31.3485;0.3900;None;63
15;None;21;Тим Бланкард;None;Holden Commodore VF;57;1:39'30.4027;36.0151;4.6666;None;60
16;None;97;Шейн ван Гисберген;None;Holden Commodore VF;57;1:39'34.8414;40.4538;4.4387;None;57
17;None;12;Фабиан Култхард;None;Ford Falcon FG-X;57;1:39'34.9804;40.5928;0.1390;None;54
18;None;88;Джейми Уинкап;None;Holden Commodore VF;57;1:39'35.4591;41.0715;0.4787;None;51
19;None;14;Тим Слейд;None;Holden Commodore VF;57;1:39'35.6337;41.2461;0.1746;None;48
20;None;22;Джеймс Кортни;None;Holden Commodore VF;57;1:39'35.9597;41.5721;0.3260;None;45
21;None;8;Ник Перкат;None;Holden Commodore VF;57;1:39'58.4427;1'04.0551;22.4830;None;42
22;None;62;Алекс Рулло;None;Holden Commodore VF;57;1:40'12.2605;1'17.8729;13.8178;None;39
23;None;888;Крэг Лаундес;None;Holden Commodore VF;56;1:39'03.6725;1 Lap;1 Lap;None;36
24;None;3;Таз Дуглас;None;Holden Commodore VF;55;1:38'59.8445;2 Laps;1 Lap;None;33
25;None;56;Джейсон Брайт;None;Ford Falcon FG-X;50;1:40'00.4239;7 Laps;5 Laps;None;30
None;None;19;Уилл Дэвисон;None;Holden Commodore VF;0;None;None;None;Сход;None
