Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс Джеймс Моффат;None;Ford Mustang GT;15;2'23.6168;None;None;155.739
2;10;Ли Холдсуорт Matthew Payne;None;Ford Mustang GT;15;2'23.8296;0.2128;0.2128;155.509
3;25;Час Мостер Фабиан Култхард;None;Holden Commodore ZB;14;2'23.8360;0.2192;0.0064;155.502
4;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;13;2'24.0664;0.4496;0.2304;155.253
5;51;Ричи Стэнэвей Грег Мерфи;None;Holden Commodore ZB;14;2'24.3527;0.7359;0.2863;154.945
6;17;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;14;2'24.4223;0.8055;0.0696;154.870
7;2;Ник Перкат Уоррен Лафф;None;Holden Commodore ZB;15;2'24.5634;0.9466;0.1411;154.719
8;5;Джеймс Кортни Зейн Годдард;None;Ford Mustang GT;15;2'24.6455;1.0287;0.0821;154.631
9;99;Brodie Kostecki Дэвид Расселл;None;Holden Commodore ZB;15;2'24.7897;1.1729;0.1442;154.477
10;9;Уилл Браун Джек Перкинс;None;Holden Commodore ZB;14;2'25.0004;1.3836;0.2107;154.253
11;100;Антон де Паскуале Тони Д'Альберто;None;Ford Mustang GT;13;2'25.0081;1.3913;0.0077;154.245
12;8;Андре Хаймгартнер Дейл Вуд;None;Holden Commodore ZB;14;2'25.0130;1.3962;0.0049;154.239
13;31;Джеймс Голдинг Dylan O'Keeffe;None;Holden Commodore ZB;14;2'25.0149;1.3981;0.0019;154.237
14;88;Broc Feeney Джейми Уинкап;None;Holden Commodore ZB;14;2'25.1273;1.5105;0.1124;154.118
15;55;Томас Рэндл Zak Best;None;Ford Mustang GT;14;2'25.1521;1.5353;0.0248;154.092
16;888;Крэг Лаундес Declan Fraser;None;Holden Commodore ZB;14;2'25.3523;1.7355;0.2002;153.879
17;56;Джейк Костеки Курт Костеки;None;Ford Mustang GT;14;2'25.4653;1.8485;0.1130;153.760
18;26;Дэвид Рейнольдс Мэтт Кэмпбелл;None;Ford Mustang GT;14;2'25.4723;1.8555;0.0070;153.752
19;35;Тодд Хазелвуд Jayden Ojeda;None;Holden Commodore ZB;14;2'26.0742;2.4574;0.6019;153.119
20;20;Скотт Пай Tyler Everingham;None;Holden Commodore ZB;14;2'26.0764;2.4596;0.0022;153.117
21;22;Крис Питер Cameron Hill;None;Holden Commodore ZB;13;2'26.4081;2.7913;0.3317;152.770
22;96;Маколи Джонс Jordan Boys;None;Holden Commodore ZB;13;2'26.6575;3.0407;0.2494;152.510
23;18;Марк Винтерботтом Майкл Карузо;None;Holden Commodore ZB;14;2'27.0161;3.3993;0.3586;152.138
24;14;Брайс Фуллвуд Дин Фьоре;None;Holden Commodore ZB;14;2'27.1369;3.5201;0.1208;152.013
25;34;Джек ЛеБрок Аарон Сетон;None;Holden Commodore ZB;14;2'27.5240;3.9072;0.3871;151.614
26;118;Мэтт Чагда Jaylyn Robotham;None;Holden Commodore ZB;12;2'28.2436;4.6268;0.7196;150.878
27;4;Джек Смит Джексон Эванс;None;Holden Commodore ZB;14;2'28.3813;4.7645;0.1377;150.738
28;3;Тим Слейд Тим Бланкард;None;Ford Mustang GT;13;2'31.3185;7.7017;2.9372;147.812
