Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;161;6:41'53.7220;None;None;None;300
2;None;25;Час Мостер Фабиан Култхард;None;Holden Commodore ZB;161;6:41'54.8211;1.0991;1.0991;None;276
3;None;6;Кэмерон Уотерс Джеймс Моффат;None;Ford Mustang GT;161;6:41'59.7095;5.9875;4.8884;None;258
4;None;99;Brodie Kostecki Дэвид Расселл;None;Holden Commodore ZB;161;6:42'03.8793;10.1573;4.1698;None;240
5;None;88;Broc Feeney Джейми Уинкап;None;Holden Commodore ZB;161;6:42'08.8074;15.0854;4.9281;None;222
6;None;10;Ли Холдсуорт Matthew Payne;None;Ford Mustang GT;161;6:42'09.5056;15.7836;0.6982;None;204
7;None;100;Антон де Паскуале Тони Д'Альберто;None;Ford Mustang GT;161;6:42'12.5331;18.8111;3.0275;None;192
8;None;888;Крэг Лаундес Declan Fraser;None;Holden Commodore ZB;161;6:42'13.4726;19.7506;0.9395;None;180
9;None;14;Брайс Фуллвуд Дин Фьоре;None;Holden Commodore ZB;161;6:42'15.4451;21.7231;1.9725;None;168
10;None;9;Уилл Браун Джек Перкинс;None;Holden Commodore ZB;161;6:42'16.3953;22.6733;0.9502;None;156
11;None;51;Ричи Стэнэвей Грег Мерфи;None;Holden Commodore ZB;161;6:42'17.3849;23.6629;0.9896;None;144
12;None;31;Джеймс Голдинг Dylan O'Keeffe;None;Holden Commodore ZB;161;6:42'17.5429;23.8209;0.1580;None;138
13;None;96;Маколи Джонс Jordan Boys;None;Holden Commodore ZB;161;6:42'18.3869;24.6649;0.8440;None;132
14;None;34;Джек ЛеБрок Аарон Сетон;None;Holden Commodore ZB;161;6:42'26.2998;32.5778;7.9129;None;126
15;None;18;Марк Винтерботтом Майкл Карузо;None;Holden Commodore ZB;161;6:42'27.3748;33.6528;1.0750;None;120
16;None;20;Скотт Пай Tyler Everingham;None;Holden Commodore ZB;161;6:42'28.0970;34.3750;0.7222;None;114
17;None;56;Джейк Костеки Курт Костеки;None;Ford Mustang GT;161;6:42'47.7682;54.0462;19.6712;None;108
18;None;118;Мэтт Чагда Jaylyn Robotham;None;Holden Commodore ZB;161;6:43'52.0682;1'58.3462;1'04.3000;None;102
19;None;3;Тим Слейд Тим Бланкард;None;Ford Mustang GT;161;6:43'58.4298;2'04.7078;6.3616;None;96
20;None;35;Тодд Хазелвуд Jayden Ojeda;None;Holden Commodore ZB;159;6:43'17.8057;2 Laps;2 Laps;None;90
21;None;22;Крис Питер Cameron Hill;None;Holden Commodore ZB;153;6:43'13.9243;8 Laps;6 Laps;None;84
22;None;2;Ник Перкат Уоррен Лафф;None;Holden Commodore ZB;148;6:43'05.6067;13 Laps;5 Laps;None;78
None;None;17;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;141;5:49'23.0148;20 Laps;7 Laps;Сход;None
None;None;4;Джек Смит Джексон Эванс;None;Holden Commodore ZB;138;5:44'06.2717;23 Laps;3 Laps;Сход;None
None;None;5;Джеймс Кортни Зейн Годдард;None;Ford Mustang GT;4;16'17.3533;157 Laps;134 Laps;Сход;None
None;None;8;Андре Хаймгартнер Дейл Вуд;None;Holden Commodore ZB;4;16'19.0289;157 Laps;1.6756;Сход;None
None;None;26;Дэвид Рейнольдс Мэтт Кэмпбелл;None;Ford Mustang GT;4;16'19.2228;157 Laps;0.1939;Сход;None
None;None;55;Томас Рэндл Zak Best;None;Ford Mustang GT;0;None;None;None;Сход;None
