Позиция;#;Гонщик;None;Машина;Время;км/ч
1;55;Час Мостер;None;Ford Mustang GT;1'47.5227;165.732
2;17;Скотт Маклафлин;None;Ford Mustang GT;1'47.6968;165.464
3;18;Марк Винтерботтом;None;Holden Commodore ZB;1'48.1604;164.755
4;99;Антон де Паскуале;None;Holden Commodore ZB;1'48.2051;164.687
5;6;Кэмерон Уотерс;None;Ford Mustang GT;1'48.2547;164.611
6;7;Андре Хаймгартнер;None;Nissan Altima;1'48.3828;164.417
7;12;Фабиан Култхард;None;Ford Mustang GT;1'48.5031;164.234
8;97;Шейн ван Гисберген;None;Holden Commodore ZB;1'48.5192;164.210
9;88;Джейми Уинкап;None;Holden Commodore ZB;1'48.5502;164.163
10;23;Уилл Дэвисон;None;Ford Mustang GT;1'48.6130;164.068
11;5;Ли Холдсуорт;None;Ford Mustang GT;1'49.2972;163.041
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1'49.4195;162.859
13;78;Симона де Сильвестро;None;Nissan Altima;1'49.5560;162.656
14;66;Томас Рэндл;None;Ford Mustang GT;1'49.6393;162.532
15;15;Рик Келли;None;Nissan Altima;1'50.0279;161.958
16;22;Джеймс Кортни;None;Holden Commodore ZB;1'50.1658;161.756
17;14;Тим Слейд;None;Holden Commodore ZB;1'49.6453;162.524
18;21;Маколи Джонс;None;Holden Commodore ZB;1'49.7252;162.405
19;8;Ник Перкат;None;Holden Commodore ZB;1'49.7324;162.395
20;35;Тодд Хазелвуд;None;Holden Commodore ZB;1'49.7662;162.345
21;2;Скотт Пай;None;Holden Commodore ZB;1'49.7749;162.332
22;34;Джеймс Голдинг;None;Holden Commodore ZB;1'49.9497;162.074
23;33;Ричи Стэнэвей;None;Holden Commodore ZB;1'50.1080;161.841
24;19;Джек ЛеБрок;None;Holden Commodore ZB;1'50.1237;161.818
25;3;Гарри Джекобсон;None;Nissan Altima;1'50.1840;161.729
26;4;Джек Смит;None;Holden Commodore ZB;1'50.5641;161.173
