Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс;None;Holden Commodore ZB;19;1'49.4042;None;None;162.882
2;99;Антон де Паскуале;None;Holden Commodore ZB;13;1'49.4223;0.0181;0.0181;162.855
3;55;Час Мостер;None;Ford Mustang GT;9;1'49.5048;0.1006;0.0825;162.732
4;17;Скотт Маклафлин;None;Ford Mustang GT;22;1'49.5482;0.1440;0.0434;162.668
5;8;Ник Перкат;None;Holden Commodore ZB;20;1'50.0603;0.6561;0.5121;161.911
6;34;Джеймс Голдинг;None;Holden Commodore ZB;12;1'50.2334;0.8292;0.1731;161.656
7;66;Томас Рэндл;None;Ford Mustang GT;12;1'50.2373;0.8331;0.0039;161.651
8;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;1'50.2573;0.8531;0.0200;161.621
9;12;Фабиан Култхард;None;Ford Mustang GT;16;1'50.3076;0.9034;0.0503;161.548
10;5;Ли Холдсуорт;None;Ford Mustang GT;7;1'50.3272;0.9230;0.0196;161.519
11;2;Скотт Пай;None;Holden Commodore ZB;8;1'50.4121;1.0079;0.0849;161.395
12;21;Маколи Джонс;None;Holden Commodore ZB;17;1'50.4435;1.0393;0.0314;161.349
13;6;Кэмерон Уотерс;None;Ford Mustang GT;16;1'50.4649;1.0607;0.0214;161.318
14;22;Джеймс Кортни;None;Holden Commodore ZB;16;1'50.4729;1.0687;0.0080;161.306
15;18;Марк Винтерботтом;None;Holden Commodore ZB;12;1'50.5202;1.1160;0.0473;161.237
16;7;Андре Хаймгартнер;None;Nissan Altima;12;1'50.5444;1.1402;0.0242;161.202
17;14;Тим Слейд;None;Holden Commodore ZB;16;1'50.5519;1.1477;0.0075;161.191
18;88;Джейми Уинкап;None;Holden Commodore ZB;8;1'50.6540;1.2498;0.1021;161.042
19;33;Ричи Стэнэвей;None;Holden Commodore ZB;13;1'50.7389;1.3347;0.0849;160.919
20;3;Гарри Джекобсон;None;Nissan Altima;17;1'50.9921;1.5879;0.2532;160.551
21;15;Рик Келли;None;Nissan Altima;8;1'51.0433;1.6391;0.0512;160.477
22;4;Джек Смит;None;Holden Commodore ZB;21;1'51.0570;1.6528;0.0137;160.458
23;19;Джек ЛеБрок;None;Holden Commodore ZB;21;1'51.2706;1.8664;0.2136;160.150
