Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;11;1'47.9865;None;None;165.020
2;55;Час Мостер;None;Ford Mustang GT;12;1'48.7594;0.7729;0.7729;163.847
3;99;Антон де Паскуале;None;Holden Commodore ZB;9;1'48.7844;0.7979;0.0250;163.810
4;6;Кэмерон Уотерс;None;Ford Mustang GT;11;1'48.9334;0.9469;0.1490;163.586
5;5;Ли Холдсуорт;None;Ford Mustang GT;11;1'48.9920;1.0055;0.0586;163.498
6;2;Скотт Пай;None;Holden Commodore ZB;10;1'48.9933;1.0068;0.0013;163.496
7;23;Уилл Дэвисон;None;Ford Mustang GT;11;1'49.1473;1.1608;0.1540;163.265
8;18;Марк Винтерботтом;None;Holden Commodore ZB;11;1'49.1759;1.1894;0.0286;163.222
9;22;Джеймс Кортни;None;Holden Commodore ZB;10;1'49.2054;1.2189;0.0295;163.178
10;14;Тим Слейд;None;Holden Commodore ZB;11;1'49.2236;1.2371;0.0182;163.151
11;21;Маколи Джонс;None;Holden Commodore ZB;10;1'49.2534;1.2669;0.0298;163.107
12;35;Тодд Хазелвуд;None;Holden Commodore ZB;8;1'49.2791;1.2926;0.0257;163.068
13;3;Гарри Джекобсон;None;Nissan Altima;11;1'49.3341;1.3476;0.0550;162.986
14;7;Андре Хаймгартнер;None;Nissan Altima;11;1'49.3681;1.3816;0.0340;162.935
15;12;Фабиан Култхард;None;Ford Mustang GT;11;1'49.3970;1.4105;0.0289;162.892
16;9;Дэвид Рейнольдс;None;Holden Commodore ZB;7;1'49.4303;1.4438;0.0333;162.843
17;66;Томас Рэндл;None;Ford Mustang GT;10;1'49.5894;1.6029;0.1591;162.606
18;4;Джек Смит;None;Holden Commodore ZB;10;1'49.6247;1.6382;0.0353;162.554
19;34;Джеймс Голдинг;None;Holden Commodore ZB;9;1'49.6496;1.6631;0.0249;162.517
20;97;Шейн ван Гисберген;None;Holden Commodore ZB;11;1'49.6618;1.6753;0.0122;162.499
21;15;Рик Келли;None;Nissan Altima;9;1'49.6645;1.6780;0.0027;162.495
22;78;Симона де Сильвестро;None;Nissan Altima;11;1'49.7821;1.7956;0.1176;162.321
23;19;Джек ЛеБрок;None;Holden Commodore ZB;11;1'49.9971;2.0106;0.2150;162.004
24;88;Джейми Уинкап;None;Holden Commodore ZB;11;1'50.0142;2.0277;0.0171;161.979
25;8;Ник Перкат;None;Holden Commodore ZB;10;1'50.1088;2.1223;0.0946;161.839
26;33;Ричи Стэнэвей;None;Holden Commodore ZB;12;1'50.2410;2.2545;0.1322;161.645
