Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;41;1:17'17.8585;None;None;None;150
2;None;23;Уилл Дэвисон;None;Ford Mustang GT;41;1:17'20.3278;2.4693;2.4693;None;138
3;None;55;Час Мостер;None;Ford Mustang GT;41;1:17'21.4863;3.6278;1.1585;None;129
4;None;8;Ник Перкат;None;Holden Commodore ZB;41;1:17'32.3185;14.4600;10.8322;None;120
5;None;88;Джейми Уинкап;None;Holden Commodore ZB;41;1:17'34.1841;16.3256;1.8656;None;111
6;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;41;1:17'38.3342;20.4757;4.1501;None;102
7;None;99;Антон де Паскуале;None;Holden Commodore ZB;41;1:17'44.7709;26.9124;6.4367;None;96
8;None;6;Кэмерон Уотерс;None;Ford Mustang GT;41;1:17'46.6428;28.7843;1.8719;None;90
9;None;5;Ли Холдсуорт;None;Ford Mustang GT;41;1:17'47.0541;29.1956;0.4113;None;84
10;None;12;Фабиан Култхард;None;Ford Mustang GT;41;1:17'49.6958;31.8373;2.6417;None;78
11;None;15;Рик Келли;None;Nissan Altima;41;1:17'51.4108;33.5523;1.7150;None;72
12;None;14;Тим Слейд;None;Holden Commodore ZB;41;1:17'56.0735;38.2150;4.6627;None;69
13;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;41;1:18'02.1580;44.2995;6.0845;None;66
14;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;41;1:18'04.0852;46.2267;1.9272;None;63
15;None;22;Джеймс Кортни;None;Holden Commodore ZB;41;1:18'07.7732;49.9147;3.6880;None;60
16;None;2;Скотт Пай;None;Holden Commodore ZB;41;1:18'09.8806;52.0221;2.1074;None;57
17;None;66;Томас Рэндл;None;Ford Mustang GT;41;1:18'10.1418;52.2833;0.2612;None;54
18;None;34;Джеймс Голдинг;None;Holden Commodore ZB;41;1:18'12.7757;54.9172;2.6339;None;51
19;None;3;Гарри Джекобсон;None;Nissan Altima;41;1:18'16.8891;59.0306;4.1134;None;48
20;None;7;Андре Хаймгартнер;None;Nissan Altima;41;1:18'20.2424;1'02.3839;3.3533;None;45
21;None;21;Маколи Джонс;None;Holden Commodore ZB;41;1:18'22.0276;1'04.1691;1.7852;None;42
22;None;78;Симона де Сильвестро;None;Nissan Altima;41;1:18'29.9530;1'12.0945;7.9254;None;39
23;None;18;Марк Винтерботтом;None;Holden Commodore ZB;41;1:18'32.9611;1'15.1026;3.0081;None;36
24;None;33;Ричи Стэнэвей;None;Holden Commodore ZB;41;1:18'36.4740;1'18.6155;3.5129;None;33
25;None;19;Джек ЛеБрок;None;Holden Commodore ZB;41;1:18'37.0380;1'19.1795;0.5640;None;30
26;None;4;Джек Смит;None;Holden Commodore ZB;41;1:19'04.8850;1'47.0265;27.8470;None;27
