Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;11;1'48.1044;None;None;164.840
2;55;Час Мостер;None;Ford Mustang GT;11;1'48.6110;0.5066;0.5066;164.071
3;6;Кэмерон Уотерс;None;Ford Mustang GT;10;1'48.8585;0.7541;0.2475;163.698
4;12;Фабиан Култхард;None;Ford Mustang GT;8;1'48.9041;0.7997;0.0456;163.630
5;5;Ли Холдсуорт;None;Ford Mustang GT;11;1'49.0091;0.9047;0.1050;163.472
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;11;1'49.0092;0.9048;0.0001;163.472
7;15;Рик Келли;None;Nissan Altima;9;1'49.1336;1.0292;0.1244;163.286
8;99;Антон де Паскуале;None;Holden Commodore ZB;8;1'49.1605;1.0561;0.0269;163.245
9;23;Уилл Дэвисон;None;Ford Mustang GT;9;1'49.2005;1.0961;0.0400;163.186
10;66;Томас Рэндл;None;Ford Mustang GT;9;1'49.3223;1.2179;0.1218;163.004
11;18;Марк Винтерботтом;None;Holden Commodore ZB;9;1'49.3573;1.2529;0.0350;162.952
12;7;Андре Хаймгартнер;None;Nissan Altima;11;1'49.3615;1.2571;0.0042;162.945
13;21;Маколи Джонс;None;Holden Commodore ZB;9;1'49.3690;1.2646;0.0075;162.934
14;14;Тим Слейд;None;Holden Commodore ZB;9;1'49.3699;1.2655;0.0009;162.933
15;8;Ник Перкат;None;Holden Commodore ZB;10;1'49.5618;1.4574;0.1919;162.647
16;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'49.6621;1.5577;0.1003;162.499
17;78;Симона де Сильвестро;None;Nissan Altima;11;1'49.7170;1.6126;0.0549;162.417
18;34;Джеймс Голдинг;None;Holden Commodore ZB;10;1'49.7175;1.6131;0.0005;162.417
19;35;Тодд Хазелвуд;None;Holden Commodore ZB;9;1'49.8398;1.7354;0.1223;162.236
20;2;Скотт Пай;None;Holden Commodore ZB;10;1'49.9063;1.8019;0.0665;162.138
21;3;Гарри Джекобсон;None;Nissan Altima;11;1'50.1119;2.0075;0.2056;161.835
22;4;Джек Смит;None;Holden Commodore ZB;9;1'50.7817;2.6773;0.6698;160.856
23;33;Ричи Стэнэвей;None;Holden Commodore ZB;10;1'51.0267;2.9223;0.2450;160.501
24;22;Джеймс Кортни;None;Holden Commodore ZB;10;1'51.1076;3.0032;0.0809;160.385
25;88;Джейми Уинкап;None;Holden Commodore ZB;9;1'51.4785;3.3741;0.3709;159.851
26;19;Джек ЛеБрок;None;Holden Commodore ZB;9;1'52.0323;3.9279;0.5538;159.061
