Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Mustang GT;11;1'47.7940;None;None;165.315
2;17;Скотт Маклафлин;None;Ford Mustang GT;11;1'47.8492;0.0552;0.0552;165.230
3;5;Ли Холдсуорт;None;Ford Mustang GT;11;1'48.0369;0.2429;0.1877;164.943
4;6;Кэмерон Уотерс;None;Ford Mustang GT;10;1'48.1328;0.3388;0.0959;164.797
5;12;Фабиан Култхард;None;Ford Mustang GT;11;1'48.2135;0.4195;0.0807;164.674
6;23;Уилл Дэвисон;None;Ford Mustang GT;11;1'48.2439;0.4499;0.0304;164.628
7;7;Андре Хаймгартнер;None;Nissan Altima;12;1'48.2439;0.4499;0.0000;164.628
8;9;Дэвид Рейнольдс;None;Holden Commodore ZB;12;1'48.4623;0.6683;0.2184;164.296
9;78;Симона де Сильвестро;None;Nissan Altima;12;1'48.6504;0.8564;0.1881;164.012
10;99;Антон де Паскуале;None;Holden Commodore ZB;9;1'48.6537;0.8597;0.0033;164.007
11;34;Джеймс Голдинг;None;Holden Commodore ZB;9;1'48.7172;0.9232;0.0635;163.911
12;3;Гарри Джекобсон;None;Nissan Altima;12;1'48.7612;0.9672;0.0440;163.845
13;88;Джейми Уинкап;None;Holden Commodore ZB;9;1'48.8647;1.0707;0.1035;163.689
14;35;Тодд Хазелвуд;None;Holden Commodore ZB;10;1'48.9417;1.1477;0.0770;163.573
15;2;Скотт Пай;None;Holden Commodore ZB;10;1'48.9970;1.2030;0.0553;163.490
16;66;Томас Рэндл;None;Ford Mustang GT;10;1'49.0027;1.2087;0.0057;163.482
17;8;Ник Перкат;None;Holden Commodore ZB;10;1'49.0583;1.2643;0.0556;163.398
18;33;Ричи Стэнэвей;None;Holden Commodore ZB;11;1'49.1821;1.3881;0.1238;163.213
19;15;Рик Келли;None;Nissan Altima;8;1'49.3011;1.5071;0.1190;163.035
20;21;Маколи Джонс;None;Holden Commodore ZB;9;1'49.3231;1.5291;0.0220;163.003
21;22;Джеймс Кортни;None;Holden Commodore ZB;5;1'49.3298;1.5358;0.0067;162.993
22;14;Тим Слейд;None;Holden Commodore ZB;10;1'49.3588;1.5648;0.0290;162.949
23;4;Джек Смит;None;Holden Commodore ZB;10;1'49.4021;1.6081;0.0433;162.885
24;97;Шейн ван Гисберген;None;Holden Commodore ZB;8;1'49.6198;1.8258;0.2177;162.561
25;18;Марк Винтерботтом;None;Holden Commodore ZB;10;1'50.0784;2.2844;0.4586;161.884
26;19;Джек ЛеБрок;None;Holden Commodore ZB;10;1'50.2553;2.4613;0.1769;161.624
