Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;24;44'45.2903;None;None;None;150
2;None;55;Час Мостер;None;Ford Mustang GT;24;44'52.3643;7.0740;7.0740;None;138
3;None;99;Антон де Паскуале;None;Holden Commodore ZB;24;45'10.3975;25.1072;18.0332;None;129
4;None;18;Марк Винтерботтом;None;Holden Commodore ZB;24;45'14.7483;29.4580;4.3508;None;120
5;None;7;Андре Хаймгартнер;None;Nissan Altima;24;45'15.0169;29.7266;0.2686;None;111
6;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;24;45'15.7456;30.4553;0.7287;None;102
7;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;24;45'16.1275;30.8372;0.3819;None;96
8;None;8;Ник Перкат;None;Holden Commodore ZB;24;45'16.3820;31.0917;0.2545;None;90
9;None;6;Кэмерон Уотерс;None;Ford Mustang GT;24;45'18.9807;33.6904;2.5987;None;84
10;None;22;Джеймс Кортни;None;Holden Commodore ZB;24;45'20.1912;34.9009;1.2105;None;78
11;None;88;Джейми Уинкап;None;Holden Commodore ZB;24;45'22.0475;36.7572;1.8563;None;72
12;None;12;Фабиан Култхард;None;Ford Mustang GT;24;45'22.8121;37.5218;0.7646;None;69
13;None;5;Ли Холдсуорт;None;Ford Mustang GT;24;45'23.1132;37.8229;0.3011;None;66
14;None;14;Тим Слейд;None;Holden Commodore ZB;24;45'23.6421;38.3518;0.5289;None;63
15;None;2;Скотт Пай;None;Holden Commodore ZB;24;45'28.2080;42.9177;4.5659;None;60
16;None;33;Ричи Стэнэвей;None;Holden Commodore ZB;24;45'29.3002;44.0099;1.0922;None;57
17;None;66;Томас Рэндл;None;Ford Mustang GT;24;45'30.8456;45.5553;1.5454;None;54
18;None;34;Джеймс Голдинг;None;Holden Commodore ZB;24;45'35.8380;50.5477;4.9924;None;51
19;None;21;Маколи Джонс;None;Holden Commodore ZB;24;45'40.0248;54.7345;4.1868;None;48
20;None;3;Гарри Джекобсон;None;Nissan Altima;24;45'43.0628;57.7725;3.0380;None;45
21;None;19;Джек ЛеБрок;None;Holden Commodore ZB;24;45'49.3712;1'04.0809;6.3084;None;42
22;None;4;Джек Смит;None;Holden Commodore ZB;24;45'54.3378;1'09.0475;4.9666;None;39
23;None;15;Рик Келли;None;Nissan Altima;24;46'32.1903;1'46.9000;37.8525;None;36
None;None;78;Симона де Сильвестро;None;Nissan Altima;1;2'37.7896;23 Laps;23 Laps;Сход;None
None;None;23;Уилл Дэвисон;None;Ford Mustang GT;1;2'47.6427;23 Laps;9.8531;Сход;None
None;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;1;3'00.8747;23 Laps;13.2320;Сход;None
