Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс;None;Ford Mustang GT;2;1'48.5000;None;None;164.239
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'48.5330;0.0330;0.0330;164.189
3;17;Скотт Маклафлин;None;Ford Mustang GT;4;1'48.5426;0.0426;0.0096;164.175
4;88;Джейми Уинкап;None;Holden Commodore ZB;6;1'48.6513;0.1513;0.1087;164.010
5;12;Фабиан Култхард;None;Ford Mustang GT;4;1'48.7803;0.2803;0.1290;163.816
6;55;Час Мостер;None;Ford Mustang GT;4;1'48.7864;0.2864;0.0061;163.807
7;23;Уилл Дэвисон;None;Ford Mustang GT;4;1'48.8068;0.3068;0.0204;163.776
8;18;Марк Винтерботтом;None;Holden Commodore ZB;7;1'48.8884;0.3884;0.0816;163.653
9;7;Андре Хаймгартнер;None;Nissan Altima;6;1'49.0265;0.5265;0.1381;163.446
10;99;Антон де Паскуале;None;Holden Commodore ZB;4;1'49.2175;0.7175;0.1910;163.160
11;5;Ли Холдсуорт;None;Ford Mustang GT;4;1'49.2972;0.7972;0.0797;163.041
12;9;Дэвид Рейнольдс;None;Holden Commodore ZB;4;1'49.4195;0.9195;0.1223;162.859
13;78;Симона де Сильвестро;None;Nissan Altima;6;1'49.5560;1.0560;0.1365;162.656
14;66;Томас Рэндл;None;Ford Mustang GT;4;1'49.6394;1.1394;0.0834;162.532
15;15;Рик Келли;None;Nissan Altima;4;1'50.0279;1.5279;0.3885;161.958
16;22;Джеймс Кортни;None;Holden Commodore ZB;8;1'50.1658;1.6658;0.1379;161.756
