Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Mustang GT;8;1'47.5227;None;None;165.732
2;17;Скотт Маклафлин;None;Ford Mustang GT;6;1'47.6968;0.1741;0.1741;165.464
3;18;Марк Винтерботтом;None;Holden Commodore ZB;11;1'48.1604;0.6377;0.4636;164.755
4;99;Антон де Паскуале;None;Holden Commodore ZB;8;1'48.2051;0.6824;0.0447;164.687
5;6;Кэмерон Уотерс;None;Ford Mustang GT;6;1'48.2547;0.7320;0.0496;164.611
6;7;Андре Хаймгартнер;None;Nissan Altima;10;1'48.3828;0.8601;0.1281;164.417
7;12;Фабиан Култхард;None;Ford Mustang GT;6;1'48.5031;0.9804;0.1203;164.234
8;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'48.5192;0.9965;0.0161;164.210
9;88;Джейми Уинкап;None;Holden Commodore ZB;10;1'48.5502;1.0275;0.0310;164.163
10;23;Уилл Дэвисон;None;Ford Mustang GT;7;1'48.6130;1.0903;0.0628;164.068
