Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;4;1'48.7153;None;None;163.914
2;22;Джеймс Кортни;None;Holden Commodore ZB;4;1'48.8569;0.1416;0.1416;163.701
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;4;1'48.9797;0.2644;0.1228;163.516
4;7;Андре Хаймгартнер;None;Nissan Altima;4;1'49.0495;0.3342;0.0698;163.412
5;18;Марк Винтерботтом;None;Holden Commodore ZB;4;1'49.0732;0.3579;0.0237;163.376
6;78;Симона де Сильвестро;None;Nissan Altima;4;1'49.5156;0.8003;0.4424;162.716
7;14;Тим Слейд;None;Holden Commodore ZB;2;1'49.6453;0.9300;0.1297;162.524
8;21;Маколи Джонс;None;Holden Commodore ZB;3;1'49.7252;1.0099;0.0799;162.405
9;8;Ник Перкат;None;Holden Commodore ZB;3;1'49.7324;1.0171;0.0072;162.395
10;35;Тодд Хазелвуд;None;Holden Commodore ZB;3;1'49.7662;1.0509;0.0338;162.345
11;2;Скотт Пай;None;Holden Commodore ZB;4;1'49.7749;1.0596;0.0087;162.332
12;34;Джеймс Голдинг;None;Holden Commodore ZB;4;1'49.9497;1.2344;0.1748;162.074
13;33;Ричи Стэнэвей;None;Holden Commodore ZB;4;1'50.1081;1.3928;0.1584;161.840
14;19;Джек ЛеБрок;None;Holden Commodore ZB;3;1'50.1237;1.4084;0.0156;161.818
15;3;Гарри Джекобсон;None;Nissan Altima;4;1'50.1840;1.4687;0.0603;161.729
16;4;Джек Смит;None;Holden Commodore ZB;4;1'50.5641;1.8488;0.3801;161.173
