Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;11;1'08.8597;None;None;162.068
2;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;15;1'08.9419;0.0822;0.0822;161.875
3;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;14;1'08.9507;0.0910;0.0088;161.854
4;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;14;1'08.9743;0.1146;0.0236;161.799
5;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;14;1'08.9866;0.1269;0.0123;161.770
6;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;14;1'09.0606;0.2009;0.0740;161.597
7;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;14;1'09.1189;0.2592;0.0583;161.460
8;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;14;1'09.1640;0.3043;0.0451;161.355
9;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;15;1'09.1799;0.3202;0.0159;161.318
10;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;16;1'09.2307;0.3710;0.0508;161.200
11;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;15;1'09.2680;0.4083;0.0373;161.113
12;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;14;1'09.2916;0.4319;0.0236;161.058
13;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;13;1'09.3172;0.4575;0.0256;160.999
14;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;14;1'09.3329;0.4732;0.0157;160.962
15;75;Тим Слейд Эш Уолш;None;Holden Commodore VF;12;1'09.3572;0.4975;0.0243;160.906
16;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;15;1'09.3853;0.5256;0.0281;160.840
17;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;12;1'09.4135;0.5538;0.0282;160.775
18;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;15;1'09.5102;0.6505;0.0967;160.551
19;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;14;1'09.5491;0.6894;0.0389;160.462
20;15;Рик Келли Дэвид Уолл;None;Nissan Altima;13;1'09.5803;0.7206;0.0312;160.390
21;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;13;1'09.6485;0.7888;0.0682;160.233
22;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;15;1'09.7574;0.8977;0.1089;159.983
23;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;14;1'09.7934;0.9337;0.0360;159.900
24;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;14;1'09.9950;1.1353;0.2016;159.439
25;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;12;1'10.4036;1.5439;0.4086;158.514
