Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;125;3:31'35.7849;None;None;None;300
2;None;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;125;3:31'36.4596;0.6747;0.6747;None;276
3;None;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;125;3:31'58.3598;22.5749;21.9002;None;258
4;None;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;125;3:32'02.9524;27.1675;4.5926;None;240
5;None;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;125;3:32'03.5048;27.7199;0.5524;None;222
6;None;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;125;3:32'12.1805;36.3956;8.6757;None;204
7;None;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;125;3:32'13.1237;37.3388;0.9432;None;192
8;None;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;125;3:32'14.5606;38.7757;1.4369;None;180
None;dq;75;Тим Слейд Эш Уолш;None;Holden Commodore VF;125;3:32'18.3039;42.5190;3.7433;None;None
9;None;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;125;3:32'19.7248;43.9399;1.4209;None;168
10;None;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;125;3:32'23.0152;47.2303;3.2904;None;156
11;None;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;125;3:32'33.4225;57.6376;10.4073;None;144
12;None;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;125;3:32'45.3894;1'09.6045;11.9669;None;138
13;None;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;124;3:31'49.1885;1 Lap;1 Lap;None;132
14;None;15;Рик Келли Дэвид Уолл;None;Nissan Altima;124;3:31'57.3446;1 Lap;8.1561;None;126
15;None;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;124;3:32'05.0565;1 Lap;7.7119;None;120
16;None;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;124;3:32'33.7420;1 Lap;28.6855;None;114
17;None;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;124;3:32'34.8307;1 Lap;1.0887;None;108
18;None;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;124;3:32'41.4814;1 Lap;6.6507;None;102
19;None;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;124;3:32'45.4318;1 Lap;3.9504;None;96
20;None;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;123;3:31'57.6221;2 Laps;1 Lap;None;90
21;None;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;113;3:31'58.6646;12 Laps;10 Laps;None;84
22;None;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;109;3:32'23.1221;16 Laps;4 Laps;None;78
None;None;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;43;2:29'23.2934;82 Laps;66 Laps;Сход;None
None;None;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;0;None;None;None;Сход;None
