Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;58;1'09.2289;None;None;161.204
2;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;58;1'09.5489;0.3200;0.3200;160.462
3;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;121;1'09.5761;0.3472;0.0272;160.399
4;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;59;1'09.5783;0.3494;0.0022;160.394
5;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;104;1'09.5810;0.3521;0.0027;160.388
6;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;62;1'09.5953;0.3664;0.0143;160.355
7;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;59;1'09.6056;0.3767;0.0103;160.331
8;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;101;1'09.6509;0.4220;0.0453;160.227
9;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;63;1'09.6693;0.4404;0.0184;160.185
10;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;93;1'09.6837;0.4548;0.0144;160.152
11;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;60;1'09.7120;0.4831;0.0283;160.087
12;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;60;1'09.7717;0.5428;0.0597;159.950
13;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;61;1'09.7851;0.5562;0.0134;159.919
14;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;25;1'09.8544;0.6255;0.0693;159.760
15;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;59;1'09.8616;0.6327;0.0072;159.744
16;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;25;1'09.8636;0.6347;0.0020;159.739
17;15;Рик Келли Дэвид Уолл;None;Nissan Altima;90;1'09.9334;0.7045;0.0698;159.580
18;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;61;1'09.9530;0.7241;0.0196;159.535
19;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;59;1'09.9564;0.7275;0.0034;159.527
20;75;Тим Слейд Эш Уолш;None;Holden Commodore VF;96;1'10.0458;0.8169;0.0894;159.324
21;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;59;1'10.1160;0.8871;0.0702;159.164
22;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;29;1'10.2753;1.0464;0.1593;158.804
23;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;62;1'10.3205;1.0916;0.0452;158.701
24;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;34;1'10.7085;1.4796;0.3880;157.831
