Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;10;1'10.1714;None;None;159.039
2;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;11;1'10.3419;0.1705;0.1705;158.653
3;15;Рик Келли Дэвид Уолл;None;Nissan Altima;10;1'10.4696;0.2982;0.1277;158.366
4;75;Тим Слейд Эш Уолш;None;Holden Commodore VF;10;1'10.6539;0.4825;0.1843;157.953
5;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;10;1'10.6787;0.5073;0.0248;157.897
6;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;11;1'10.7311;0.5597;0.0524;157.780
7;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;10;1'10.7740;0.6026;0.0429;157.685
8;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;11;1'10.8368;0.6654;0.0628;157.545
9;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;10;1'10.8478;0.6764;0.0110;157.520
10;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;11;1'10.8721;0.7007;0.0243;157.466
11;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;11;1'10.9005;0.7291;0.0284;157.403
12;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;9;1'10.9832;0.8118;0.0827;157.220
13;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;11;1'11.0249;0.8535;0.0417;157.127
14;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;11;1'11.0501;0.8787;0.0252;157.072
15;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;8;1'11.1864;1.0150;0.1363;156.771
16;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;11;1'11.2667;1.0953;0.0803;156.594
17;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;11;1'11.4334;1.2620;0.1667;156.229
18;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;11;1'11.4345;1.2631;0.0011;156.227
19;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;10;1'11.5741;1.4027;0.1396;155.922
20;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;10;1'11.6679;1.4965;0.0938;155.718
21;4;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;10;1'12.1377;1.9663;0.4698;154.704
22;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;10;1'12.4532;2.2818;0.3155;154.030
23;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;8;1'12.6480;2.4766;0.1948;153.617
24;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;10;1'12.6802;2.5088;0.0322;153.549
25;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;8;1'12.8297;2.6583;0.1495;153.234
26;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;8;1'14.1725;4.0011;1.3428;150.460
