Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;17;19'55.1855;None;None;None
2;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;17;19'55.5799;0.3944;0.3944;None
3;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;17;19'56.2775;1.0920;0.6976;None
4;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;17;19'59.0329;3.8474;2.7554;None
5;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;17;20'06.1315;10.9460;7.0986;None
6;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;17;20'08.4422;13.2567;2.3107;None
7;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;17;20'09.0449;13.8594;0.6027;None
8;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;17;20'09.3429;14.1574;0.2980;None
9;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;17;20'10.2650;15.0795;0.9221;None
10;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;17;20'10.9595;15.7740;0.6945;None
11;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;17;20'11.7104;16.5249;0.7509;None
12;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;17;20'12.0536;16.8681;0.3432;None
13;15;Рик Келли Дэвид Уолл;None;Nissan Altima;17;20'12.9612;17.7757;0.9076;None
14;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;17;20'13.3831;18.1976;0.4219;None
15;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;17;20'14.5980;19.4125;1.2149;None
16;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;17;20'15.3308;20.1453;0.7328;None
17;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;17;20'15.8891;20.7036;0.5583;None
18;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;17;20'17.4761;22.2906;1.5870;None
19;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;17;20'17.7898;22.6043;0.3137;None
20;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;17;20'19.3904;24.2049;1.6006;None
21;75;Тим Слейд Эш Уолш;None;Holden Commodore VF;17;20'21.4295;26.2440;2.0391;None
22;4;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;17;20'23.0653;27.8798;1.6358;None
23;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;17;20'23.2508;28.0653;0.1855;None
24;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;17;20'24.3246;29.1391;1.0738;None
25;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;17;20'24.8620;29.6765;0.5374;None
None;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;1;1'20.1239;None;None;None
