Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;20;1'15.1208;None;None;148.560
2;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;20;1'15.4123;0.2915;0.2915;147.986
3;55;Час Мостер Джеймс Моффат;None;Ford Mustang GT;18;1'15.5350;0.4142;0.1227;147.746
4;15;Рик Келли Дейл Вуд;None;Nissan Altima;19;1'15.9426;0.8218;0.4076;146.953
5;56;Brodie Kostecki Джейк Костеки;None;Holden Commodore ZB;17;1'16.0865;0.9657;0.1439;146.675
6;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;20;1'16.1148;0.9940;0.0283;146.620
7;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;19;1'16.1248;1.0040;0.0100;146.601
8;7;Андре Хаймгартнер Брайс Фуллвуд;None;Nissan Altima;20;1'16.1587;1.0379;0.0339;146.536
9;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;20;1'16.2100;1.0892;0.0513;146.437
10;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;19;1'16.2825;1.1617;0.0725;146.298
11;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;18;1'16.5358;1.4150;0.2533;145.814
12;5;Ли Холдсуорт Томас Рэндл;None;Ford Mustang GT;13;1'16.5895;1.4687;0.0537;145.711
13;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore ZB;20;1'16.6111;1.4903;0.0216;145.670
14;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;19;1'16.6177;1.4969;0.0066;145.658
15;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;14;1'16.6583;1.5375;0.0406;145.581
16;35;Тодд Хазелвуд Джек Смит;None;Holden Commodore ZB;19;1'16.7038;1.5830;0.0455;145.494
17;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;12;1'17.0721;1.9513;0.3683;144.799
18;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;19;1'17.1632;2.0424;0.0911;144.628
19;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;19;1'17.4079;2.2871;0.2447;144.171
20;21;Маколи Джонс Дин Кэнто;None;Holden Commodore ZB;18;1'17.5056;2.3848;0.0977;143.989
21;33;Ричи Стэнэвей Крис Питер;None;Holden Commodore ZB;19;1'17.7693;2.6485;0.2637;143.501
22;3;Гарри Джекобсон Дин Фьоре;None;Nissan Altima;19;1'17.9676;2.8468;0.1983;143.136
23;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;16;1'18.2761;3.1553;0.3085;142.572
24;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;19;1'18.7136;3.5928;0.4375;141.779
