Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;14;1'08.1908;None;None;163.658
2;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;16;1'08.2210;0.0302;0.0302;163.585
3;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;15;1'08.2399;0.0491;0.0189;163.540
4;5;Ли Холдсуорт Томас Рэндл;None;Ford Mustang GT;14;1'08.3662;0.1754;0.1263;163.238
5;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;14;1'08.4261;0.2353;0.0599;163.095
6;55;Час Мостер Джеймс Моффат;None;Ford Mustang GT;15;1'08.4362;0.2454;0.0101;163.071
7;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore ZB;14;1'08.4864;0.2956;0.0502;162.952
8;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;14;1'08.5151;0.3243;0.0287;162.883
9;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;14;1'08.5175;0.3267;0.0024;162.878
10;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;14;1'08.5227;0.3319;0.0052;162.865
11;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;15;1'08.5412;0.3504;0.0185;162.821
12;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;16;1'08.5783;0.3875;0.0371;162.733
13;7;Андре Хаймгартнер Брайс Фуллвуд;None;Nissan Altima;14;1'08.5809;0.3901;0.0026;162.727
14;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;15;1'08.6401;0.4493;0.0592;162.587
15;3;Гарри Джекобсон Дин Фьоре;None;Nissan Altima;14;1'08.6909;0.5001;0.0508;162.466
16;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;16;1'08.8104;0.6196;0.1195;162.184
17;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;15;1'08.8206;0.6298;0.0102;162.160
18;15;Рик Келли Дейл Вуд;None;Nissan Altima;14;1'08.8340;0.6432;0.0134;162.129
19;33;Ричи Стэнэвей Крис Питер;None;Holden Commodore ZB;13;1'08.9271;0.7363;0.0931;161.910
20;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;13;1'08.9330;0.7422;0.0059;161.896
21;21;Маколи Джонс Дин Кэнто;None;Holden Commodore ZB;14;1'08.9816;0.7908;0.0486;161.782
22;35;Тодд Хазелвуд Джек Смит;None;Holden Commodore ZB;16;1'09.0062;0.8154;0.0246;161.724
23;56;Brodie Kostecki Джейк Костеки;None;Holden Commodore ZB;14;1'09.0335;0.8427;0.0273;161.660
24;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;14;1'09.3348;1.1440;0.3013;160.958
25;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;14;1'09.3629;1.1721;0.0281;160.892
