Позиция;#;Гонщик;None;Машина;Время;км/ч
1;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;1'07.7736;164.665
2;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;1'07.9158;164.321
3;7;Андре Хаймгартнер Брайс Фуллвуд;None;Nissan Altima;1'07.9398;164.263
4;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;1'07.9663;164.199
5;3;Гарри Джекобсон Дин Фьоре;None;Nissan Altima;1'08.0405;164.019
6;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;1'08.1605;163.731
7;55;Час Мостер Джеймс Моффат;None;Ford Mustang GT;1'08.2222;163.583
8;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore ZB;1'08.2371;163.547
9;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;1'08.2399;163.540
10;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;1'08.2420;163.535
11;5;Ли Холдсуорт Томас Рэндл;None;Ford Mustang GT;1'08.2591;163.494
12;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;1'08.2746;163.457
13;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;1'08.2838;163.435
14;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;1'08.2891;163.422
15;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;1'08.3523;163.271
16;35;Тодд Хазелвуд Джек Смит;None;Holden Commodore ZB;1'08.3859;163.191
17;15;Рик Келли Дейл Вуд;None;Nissan Altima;1'08.4149;163.122
18;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;1'08.4323;163.080
19;33;Ричи Стэнэвей Крис Питер;None;Holden Commodore ZB;1'08.5788;162.732
20;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;1'08.6178;162.640
21;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;1'08.6393;162.589
22;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;1'08.6841;162.483
23;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;1'08.7144;162.411
24;56;Brodie Kostecki Джейк Костеки;None;Holden Commodore ZB;1'08.8400;162.115
25;21;Маколи Джонс Дин Кэнто;None;Holden Commodore ZB;1'08.8807;162.019
