Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;20;25'47.2796;None;None;None;50
2;None;7;Андре Хаймгартнер Брайс Фуллвуд;None;Nissan Altima;20;25'54.6600;7.3804;7.3804;None;46
3;None;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore ZB;20;25'56.9143;9.6347;2.2543;None;43
4;None;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;20;25'57.0124;9.7328;0.0981;None;40
5;None;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;20;26'01.3977;14.1181;4.3853;None;37
6;None;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;20;26'01.5066;14.2270;0.1089;None;34
7;None;5;Ли Холдсуорт Томас Рэндл;None;Ford Mustang GT;20;26'02.1857;14.9061;0.6791;None;32
8;None;56;Brodie Kostecki Джейк Костеки;None;Holden Commodore ZB;20;26'02.8081;15.5285;0.6224;None;30
9;None;55;Час Мостер Джеймс Моффат;None;Ford Mustang GT;20;26'02.9203;15.6407;0.1122;None;28
10;None;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;20;26'07.3096;20.0300;4.3893;None;26
11;None;35;Тодд Хазелвуд Джек Смит;None;Holden Commodore ZB;20;26'13.0954;25.8158;5.7858;None;24
12;None;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;20;26'16.7246;29.4450;3.6292;None;23
13;None;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;20;26'39.3258;52.0462;22.6012;None;22
14;None;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;20;26'53.6258;1'06.3462;14.3000;None;21
15;None;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;20;27'00.1504;1'12.8708;6.5246;None;20
16;None;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;20;27'00.5219;1'13.2423;0.3715;None;19
17;None;15;Рик Келли Дейл Вуд;None;Nissan Altima;19;25'48.9378;1 Lap;1 Lap;None;18
18;None;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;19;25'56.2639;1 Lap;7.3261;None;17
19;None;33;Ричи Стэнэвей Крис Питер;None;Holden Commodore ZB;19;25'59.5399;1 Lap;3.2760;None;16
20;None;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;19;26'00.5560;1 Lap;1.0161;None;15
21;None;21;Маколи Джонс Дин Кэнто;None;Holden Commodore ZB;19;26'00.8918;1 Lap;0.3358;None;14
22;None;3;Гарри Джекобсон Дин Фьоре;None;Nissan Altima;19;26'04.7254;1 Lap;3.8336;None;13
23;None;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;19;26'09.6032;1 Lap;4.8778;None;12
24;None;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;19;26'32.7870;1 Lap;23.1838;None;11
None;None;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;0;None;None;None;Сход;None
