Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;33;Скотт Маклафлин;None;Volvo S60;16;1'27.8095;None;None;140.212
2;22;Джеймс Кортни;None;Holden Commodore VF;14;1'27.8192;0.0097;0.0097;140.197
3;88;Джейми Уинкап;None;Holden Commodore VF;16;1'27.8919;0.0824;0.0727;140.081
4;97;Шейн ван Гисберген;None;Holden Commodore VF;18;1'27.9789;0.1694;0.0870;139.942
5;14;Тим Слейд;None;Holden Commodore VF;17;1'28.2624;0.4529;0.2835;139.493
6;888;Крэг Лаундес;None;Holden Commodore VF;17;1'28.4196;0.6101;0.1572;139.245
7;15;Рик Келли;None;Nissan Altima L33;14;1'28.5715;0.7620;0.1519;139.006
8;19;Уилл Дэвисон;None;Holden Commodore VF;17;1'28.6245;0.8150;0.0530;138.923
9;2;Гарт Тандер;None;Holden Commodore VF;13;1'28.6774;0.8679;0.0529;138.840
10;18;Ли Холдсуорт;None;Holden Commodore VF;16;1'28.8339;1.0244;0.1565;138.595
11;6;Кэмерон Уотерс;None;Ford Falcon FG/X;15;1'28.8361;1.0266;0.0022;138.592
12;1;Марк Винтерботтом;None;Ford Falcon FG/X;8;1'28.8741;1.0646;0.0380;138.533
13;23;Майкл Карузо;None;Nissan Altima L33;15;1'28.8883;1.0788;0.0142;138.510
14;8;Джейсон Брайт;None;Holden Commodore VF;14;1'28.8999;1.0904;0.0116;138.492
15;222;Ник Перкат;None;Holden Commodore VF;17;1'28.8999;1.0904;0.0000;138.492
16;34;Джеймс Моффат;None;Volvo S60;15;1'28.9582;1.1487;0.0583;138.402
17;7;Тодд Келли;None;Nissan Altima L33;15;1'28.9711;1.1616;0.0129;138.382
18;12;Фабиан Култхард;None;Ford Falcon FG/X;14;1'28.9762;1.1667;0.0051;138.374
19;9;Дэвид Рейнольдс;None;Holden Commodore VF;14;1'29.0324;1.2229;0.0562;138.286
20;96;Дейл Вуд;None;Nissan Altima L33;12;1'29.0657;1.2562;0.0333;138.235
21;111;Крис Питер;None;Ford Falcon FG/X;14;1'29.1532;1.3437;0.0875;138.099
22;55;Час Мостер;None;Ford Falcon FG/X;16;1'29.2122;1.4027;0.0590;138.008
23;17;Скотт Пай;None;Ford Falcon FG/X;15;1'29.4171;1.6076;0.2049;137.691
24;3;Андре Хаймгартнер;None;Holden Commodore VF;20;1'29.5571;1.7476;0.1400;137.476
25;4;Shae Davies;None;Holden Commodore VF;16;1'29.9924;2.1829;0.4353;136.811
26;21;Тим Бланкард;None;Holden Commodore VF;16;1'30.2298;2.4203;0.2374;136.451
