Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore VF;8;1'26.6272;None;None;142.126
2;88;Джейми Уинкап;None;Holden Commodore VF;8;1'26.7306;0.1034;0.1034;141.956
3;33;Скотт Маклафлин;None;Volvo S60;9;1'26.8455;0.2183;0.1149;141.769
4;888;Крэг Лаундес;None;Holden Commodore VF;8;1'27.0335;0.4063;0.1880;141.462
5;2;Гарт Тандер;None;Holden Commodore VF;8;1'27.0532;0.4260;0.0197;141.430
6;22;Джеймс Кортни;None;Holden Commodore VF;8;1'27.1503;0.5231;0.0971;141.273
7;1;Марк Винтерботтом;None;Ford Falcon FG/X;9;1'27.2013;0.5741;0.0510;141.190
8;55;Час Мостер;None;Ford Falcon FG/X;8;1'27.2600;0.6328;0.0587;141.095
9;15;Рик Келли;None;Nissan Altima L33;9;1'27.2744;0.6472;0.0144;141.072
10;6;Кэмерон Уотерс;None;Ford Falcon FG/X;10;1'27.4261;0.7989;0.1517;140.827
11;12;Фабиан Култхард;None;Ford Falcon FG/X;10;1'27.4485;0.8213;0.0224;140.791
12;19;Уилл Дэвисон;None;Holden Commodore VF;9;1'27.5254;0.8982;0.0769;140.667
13;222;Ник Перкат;None;Holden Commodore VF;9;1'27.5639;0.9367;0.0385;140.605
14;34;Джеймс Моффат;None;Volvo S60;9;1'27.5771;0.9499;0.0132;140.584
15;23;Майкл Карузо;None;Nissan Altima L33;10;1'27.5785;0.9513;0.0014;140.582
16;14;Тим Слейд;None;Holden Commodore VF;9;1'27.6221;0.9949;0.0436;140.512
17;8;Джейсон Брайт;None;Holden Commodore VF;8;1'27.6815;1.0543;0.0594;140.417
18;17;Скотт Пай;None;Ford Falcon FG/X;10;1'27.6988;1.0716;0.0173;140.389
19;7;Тодд Келли;None;Nissan Altima L33;8;1'27.7208;1.0936;0.0220;140.354
20;111;Крис Питер;None;Ford Falcon FG/X;9;1'27.9182;1.2910;0.1974;140.039
21;96;Дейл Вуд;None;Nissan Altima L33;9;1'28.3054;1.6782;0.3872;139.425
22;18;Ли Холдсуорт;None;Holden Commodore VF;9;1'28.3317;1.7045;0.0263;139.383
23;3;Андре Хаймгартнер;None;Holden Commodore VF;9;1'28.3659;1.7387;0.0342;139.329
24;21;Тим Бланкард;None;Holden Commodore VF;9;1'28.4541;1.8269;0.0882;139.190
25;4;Shae Davies;None;Holden Commodore VF;8;1'28.7687;2.1415;0.3146;138.697
None;9;Дэвид Рейнольдс;None;Holden Commodore VF;0;None;None;None;None
