Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;15;1'08.8276;None;None;163.190
2;23;Уилл Дэвисон;None;Ford Mustang GT;15;1'08.9422;0.1146;0.1146;162.919
3;55;Час Мостер;None;Ford Mustang GT;15;1'09.0438;0.2162;0.1016;162.679
4;35;Тодд Хазелвуд;None;Holden Commodore ZB;11;1'09.1566;0.3290;0.1128;162.413
5;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;1'09.1628;0.3352;0.0062;162.399
6;99;Антон де Паскуале;None;Holden Commodore ZB;16;1'09.1945;0.3669;0.0317;162.325
7;12;Фабиан Култхард;None;Ford Mustang GT;14;1'09.2174;0.3898;0.0229;162.271
8;88;Джейми Уинкап;None;Holden Commodore ZB;15;1'09.2783;0.4507;0.0609;162.128
9;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'09.3075;0.4799;0.0292;162.060
10;5;Ли Холдсуорт;None;Ford Mustang GT;14;1'09.3130;0.4854;0.0055;162.047
11;6;Кэмерон Уотерс;None;Ford Mustang GT;14;1'09.3203;0.4927;0.0073;162.030
12;7;Андре Хаймгартнер;None;Nissan Altima;15;1'09.3501;0.5225;0.0298;161.960
13;3;Гарри Джекобсон;None;Nissan Altima;17;1'09.4745;0.6469;0.1244;161.670
14;18;Марк Винтерботтом;None;Holden Commodore ZB;15;1'09.5257;0.6981;0.0512;161.551
15;2;Скотт Пай;None;Holden Commodore ZB;14;1'09.5295;0.7019;0.0038;161.542
16;78;Симона де Сильвестро;None;Nissan Altima;13;1'09.5577;0.7301;0.0282;161.477
17;8;Ник Перкат;None;Holden Commodore ZB;14;1'09.5621;0.7345;0.0044;161.467
18;15;Рик Келли;None;Nissan Altima;12;1'09.6487;0.8211;0.0866;161.266
19;22;Джеймс Кортни;None;Holden Commodore ZB;14;1'09.6911;0.8635;0.0424;161.168
20;14;Тим Слейд;None;Holden Commodore ZB;12;1'09.7389;0.9113;0.0478;161.057
21;34;Джеймс Голдинг;None;Holden Commodore ZB;13;1'09.7525;0.9249;0.0136;161.026
22;21;Маколи Джонс;None;Holden Commodore ZB;11;1'09.8520;1.0244;0.0995;160.797
23;19;Джек ЛеБрок;None;Holden Commodore ZB;12;1'09.8947;1.0671;0.0427;160.698
24;33;Майкл Карузо;None;Holden Commodore ZB;13;1'10.0264;1.1988;0.1317;160.396
