Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;5;1'08.6081;None;None;163.712
2;88;Джейми Уинкап;None;Holden Commodore ZB;4;1'08.6257;0.0176;0.0176;163.670
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'08.8103;0.2022;0.1846;163.231
4;55;Час Мостер;None;Ford Mustang GT;6;1'08.8163;0.2082;0.0060;163.217
5;6;Кэмерон Уотерс;None;Ford Mustang GT;6;1'08.9529;0.3448;0.1366;162.893
6;7;Андре Хаймгартнер;None;Nissan Altima;7;1'08.9936;0.3855;0.0407;162.797
7;9;Дэвид Рейнольдс;None;Holden Commodore ZB;9;1'09.0062;0.3981;0.0126;162.767
8;8;Ник Перкат;None;Holden Commodore ZB;10;1'09.0197;0.4116;0.0135;162.736
9;35;Тодд Хазелвуд;None;Holden Commodore ZB;9;1'09.0261;0.4180;0.0064;162.721
10;23;Уилл Дэвисон;None;Ford Mustang GT;6;1'09.0654;0.4573;0.0393;162.628
11;12;Фабиан Култхард;None;Ford Mustang GT;9;1'09.0900;0.4819;0.0246;162.570
12;5;Ли Холдсуорт;None;Ford Mustang GT;7;1'09.1696;0.5615;0.0796;162.383
13;99;Антон де Паскуале;None;Holden Commodore ZB;5;1'09.1834;0.5753;0.0138;162.351
14;15;Рик Келли;None;Nissan Altima;6;1'09.3402;0.7321;0.1568;161.983
