Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Mustang GT;22;1'09.7133;None;None;161.117
2;88;Джейми Уинкап;None;Holden Commodore ZB;2;1'09.8487;0.1354;0.1354;160.804
3;23;Уилл Дэвисон;None;Ford Mustang GT;2;1'09.8990;0.1857;0.0503;160.688
4;17;Скотт Маклафлин;None;Ford Mustang GT;13;1'09.9359;0.2226;0.0369;160.604
5;99;Антон де Паскуале;None;Holden Commodore ZB;22;1'09.9754;0.2621;0.0395;160.513
6;5;Ли Холдсуорт;None;Ford Mustang GT;13;1'10.1251;0.4118;0.1497;160.170
7;12;Фабиан Култхард;None;Ford Mustang GT;23;1'10.1510;0.4377;0.0259;160.111
8;97;Шейн ван Гисберген;None;Holden Commodore ZB;20;1'10.2204;0.5071;0.0694;159.953
9;35;Тодд Хазелвуд;None;Holden Commodore ZB;22;1'10.2599;0.5466;0.0395;159.863
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;22;1'10.3248;0.6115;0.0649;159.716
11;6;Кэмерон Уотерс;None;Ford Mustang GT;18;1'10.3639;0.6506;0.0391;159.627
12;22;Джеймс Кортни;None;Holden Commodore ZB;17;1'10.4130;0.6997;0.0491;159.515
13;7;Андре Хаймгартнер;None;Nissan Altima;18;1'10.4560;0.7427;0.0430;159.418
14;33;Майкл Карузо;None;Holden Commodore ZB;17;1'10.5349;0.8216;0.0789;159.240
15;8;Ник Перкат;None;Holden Commodore ZB;14;1'10.5356;0.8223;0.0007;159.238
16;19;Джек ЛеБрок;None;Holden Commodore ZB;14;1'10.6076;0.8943;0.0720;159.076
17;18;Марк Винтерботтом;None;Holden Commodore ZB;13;1'10.6126;0.8993;0.0050;159.065
18;78;Симона де Сильвестро;None;Nissan Altima;23;1'10.6588;0.9455;0.0462;158.961
19;34;Джеймс Голдинг;None;Holden Commodore ZB;26;1'10.6728;0.9595;0.0140;158.929
20;2;Скотт Пай;None;Holden Commodore ZB;14;1'10.7088;0.9955;0.0360;158.848
21;3;Гарри Джекобсон;None;Nissan Altima;16;1'10.7223;1.0090;0.0135;158.818
22;15;Рик Келли;None;Nissan Altima;16;1'10.7436;1.0303;0.0213;158.770
23;14;Тим Слейд;None;Holden Commodore ZB;14;1'10.7738;1.0605;0.0302;158.702
24;21;Маколи Джонс;None;Holden Commodore ZB;22;1'10.7763;1.0630;0.0025;158.697
