Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;2;1'09.6229;None;None;161.326
2;55;Час Мостер;None;Ford Mustang GT;2;1'09.8003;0.1774;0.1774;160.916
3;88;Джейми Уинкап;None;Holden Commodore ZB;2;1'10.0252;0.4023;0.2249;160.399
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;25;1'10.0408;0.4179;0.0156;160.363
5;23;Уилл Дэвисон;None;Ford Mustang GT;4;1'10.1468;0.5239;0.1060;160.121
6;99;Антон де Паскуале;None;Holden Commodore ZB;40;1'10.1528;0.5299;0.0060;160.107
7;35;Тодд Хазелвуд;None;Holden Commodore ZB;17;1'10.3198;0.6969;0.1670;159.727
8;6;Кэмерон Уотерс;None;Ford Mustang GT;4;1'10.3252;0.7023;0.0054;159.715
9;7;Андре Хаймгартнер;None;Nissan Altima;19;1'10.3398;0.7169;0.0146;159.682
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;22;1'10.3806;0.7577;0.0408;159.589
11;22;Джеймс Кортни;None;Holden Commodore ZB;42;1'10.4043;0.7814;0.0237;159.535
12;78;Симона де Сильвестро;None;Nissan Altima;18;1'10.4789;0.8560;0.0746;159.366
13;8;Ник Перкат;None;Holden Commodore ZB;17;1'10.4818;0.8589;0.0029;159.360
14;14;Тим Слейд;None;Holden Commodore ZB;39;1'10.4897;0.8668;0.0079;159.342
15;12;Фабиан Култхард;None;Ford Mustang GT;3;1'10.5288;0.9059;0.0391;159.254
16;2;Скотт Пай;None;Holden Commodore ZB;13;1'10.5364;0.9135;0.0076;159.236
17;3;Гарри Джекобсон;None;Nissan Altima;43;1'10.5446;0.9217;0.0082;159.218
18;15;Рик Келли;None;Nissan Altima;3;1'10.5477;0.9248;0.0031;159.211
19;5;Ли Холдсуорт;None;Ford Mustang GT;12;1'10.5965;0.9736;0.0488;159.101
20;33;Майкл Карузо;None;Holden Commodore ZB;48;1'10.5996;0.9767;0.0031;159.094
21;18;Марк Винтерботтом;None;Holden Commodore ZB;24;1'10.6021;0.9792;0.0025;159.088
22;19;Джек ЛеБрок;None;Holden Commodore ZB;43;1'10.6925;1.0696;0.0904;158.885
23;21;Маколи Джонс;None;Holden Commodore ZB;16;1'10.7212;1.0983;0.0287;158.820
24;34;Джеймс Голдинг;None;Holden Commodore ZB;22;1'10.7242;1.1013;0.0030;158.814
