Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;15;1'08.3985;None;None;164.214
2;55;Час Мостер;None;Ford Mustang GT;15;1'08.6346;0.2361;0.2361;163.649
3;88;Джейми Уинкап;None;Holden Commodore ZB;14;1'08.6549;0.2564;0.0203;163.600
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;1'08.7449;0.3464;0.0900;163.386
5;5;Ли Холдсуорт;None;Ford Mustang GT;16;1'08.8052;0.4067;0.0603;163.243
6;23;Уилл Дэвисон;None;Ford Mustang GT;13;1'08.8261;0.4276;0.0209;163.193
7;6;Кэмерон Уотерс;None;Ford Mustang GT;16;1'08.8349;0.4364;0.0088;163.173
8;99;Антон де Паскуале;None;Holden Commodore ZB;15;1'08.9428;0.5443;0.1079;162.917
9;7;Андре Хаймгартнер;None;Nissan Altima;17;1'08.9502;0.5517;0.0074;162.900
10;15;Рик Келли;None;Nissan Altima;12;1'09.0435;0.6450;0.0933;162.680
11;12;Фабиан Култхард;None;Ford Mustang GT;13;1'09.0812;0.6827;0.0377;162.591
12;8;Ник Перкат;None;Holden Commodore ZB;14;1'09.1335;0.7350;0.0523;162.468
13;9;Дэвид Рейнольдс;None;Holden Commodore ZB;16;1'09.1827;0.7842;0.0492;162.352
14;35;Тодд Хазелвуд;None;Holden Commodore ZB;14;1'09.1983;0.7998;0.0156;162.316
15;14;Тим Слейд;None;Holden Commodore ZB;14;1'09.3218;0.9233;0.1235;162.026
16;22;Джеймс Кортни;None;Holden Commodore ZB;15;1'09.3436;0.9451;0.0218;161.976
17;18;Марк Винтерботтом;None;Holden Commodore ZB;14;1'09.4068;1.0083;0.0632;161.828
18;34;Джеймс Голдинг;None;Holden Commodore ZB;13;1'09.4154;1.0169;0.0086;161.808
19;2;Скотт Пай;None;Holden Commodore ZB;12;1'09.4200;1.0215;0.0046;161.797
20;33;Майкл Карузо;None;Holden Commodore ZB;14;1'09.4222;1.0237;0.0022;161.792
21;78;Симона де Сильвестро;None;Nissan Altima;15;1'09.4826;1.0841;0.0604;161.651
22;21;Маколи Джонс;None;Holden Commodore ZB;13;1'09.5378;1.1393;0.0552;161.523
23;3;Гарри Джекобсон;None;Nissan Altima;14;1'09.9178;1.5193;0.3800;160.645
24;19;Джек ЛеБрок;None;Holden Commodore ZB;10;1'10.6256;2.2271;0.7078;159.035
