Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;65;1:18'18.3804;None;None;None;150
2;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;65;1:18'19.0810;0.7006;0.7006;None;138
3;None;55;Час Мостер;None;Ford Mustang GT;65;1:18'29.0273;10.6469;9.9463;None;129
4;None;88;Джейми Уинкап;None;Holden Commodore ZB;65;1:18'35.6055;17.2251;6.5782;None;120
5;None;23;Уилл Дэвисон;None;Ford Mustang GT;65;1:18'36.4134;18.0330;0.8079;None;111
6;None;6;Кэмерон Уотерс;None;Ford Mustang GT;65;1:18'55.8654;37.4850;19.4520;None;102
7;None;7;Андре Хаймгартнер;None;Nissan Altima;65;1:19'03.6997;45.3193;7.8343;None;96
8;None;15;Рик Келли;None;Nissan Altima;65;1:19'03.9165;45.5361;0.2168;None;90
9;None;8;Ник Перкат;None;Holden Commodore ZB;65;1:19'05.4651;47.0847;1.5486;None;84
10;None;18;Марк Винтерботтом;None;Holden Commodore ZB;65;1:19'05.9004;47.5200;0.4353;None;78
11;None;99;Антон де Паскуале;None;Holden Commodore ZB;65;1:19'06.5878;48.2074;0.6874;None;72
12;None;22;Джеймс Кортни;None;Holden Commodore ZB;65;1:19'09.3744;50.9940;2.7866;None;69
13;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;65;1:19'13.7039;55.3235;4.3295;None;66
14;None;5;Ли Холдсуорт;None;Ford Mustang GT;65;1:19'13.8959;55.5155;0.1920;None;63
15;None;34;Джеймс Голдинг;None;Holden Commodore ZB;65;1:19'15.0868;56.7064;1.1909;None;60
16;None;2;Скотт Пай;None;Holden Commodore ZB;65;1:19'29.0068;1'10.6264;13.9200;None;57
17;None;14;Тим Слейд;None;Holden Commodore ZB;65;1:19'29.3737;1'10.9933;0.3669;None;54
18;None;12;Фабиан Култхард;None;Ford Mustang GT;65;1:19'29.7307;1'11.3503;0.3570;None;51
19;None;78;Симона де Сильвестро;None;Nissan Altima;65;1:19'30.1998;1'11.8194;0.4691;None;48
20;None;33;Майкл Карузо;None;Holden Commodore ZB;65;1:19'30.3716;1'11.9912;0.1718;None;45
21;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;64;1:18'26.1445;1 Lap;1 Lap;None;42
22;None;21;Маколи Джонс;None;Holden Commodore ZB;64;1:18'43.2143;1 Lap;17.0698;None;39
23;None;19;Джек ЛеБрок;None;Holden Commodore ZB;63;1:18'23.4530;2 Laps;1 Lap;None;36
None;None;3;Гарри Джекобсон;None;Nissan Altima;49;1:00'12.6885;16 Laps;14 Laps;None;None
